A,B,C,IB
2,134,123,0
77,234,43,0
77,12,43,0
2,134,43,0
44,134,89,0
2,134,89,0
56,234,123,0
56,12,43,1
44,134,89,0
2,12,89,0
44,99,89,0
56,99,89,0
77,234,43,0
56,12,78,0
2,99,123,0
44,134,89,0
77,12,89,0
2,99,123,0
2,134,43,0
56,234,89,1
2,12,89,0
56,99,43,1
2,234,78,1
56,99,78,0
2,134,78,0
2,12,78,0
56,234,89,0
2,12,89,0
44,99,123,0
44,134,89,0
56,234,43,0
2,134,123,0
44,134,78,0
77,12,89,0
77,12,89,0
2,134,123,0
2,12,78,0
2,12,89,0
56,234,78,0
56,12,43,0
77,134,123,0
56,12,123,0
44,134,43,0
77,234,89,0
44,234,89,0
56,234,43,0
56,134,43,1
77,134,123,0
44,134,123,1
56,99,43,1
44,99,123,0
56,234,89,0
77,12,123,0
56,134,43,0
2,12,89,1
77,234,89,0
56,99,43,0
56,99,78,0
2,99,89,0
44,234,123,0
2,234,89,0
2,134,123,0
77,234,123,0
2,12,123,0
2,99,89,0
56,234,89,0
56,234,43,0
56,12,43,0
56,134,123,0
56,234,89,0
2,134,43,0
2,99,123,0
56,99,123,0
44,234,123,0
2,99,43,0
44,12,89,0
56,234,43,0
44,134,89,1
56,12,89,0
56,234,43,0
2,134,78,0
2,12,78,0
44,134,78,0
56,12,43,0
77,134,123,0
77,234,123,0
56,234,43,0
2,12,43,0
56,99,43,0
44,134,89,0
77,234,123,0
2,134,123,0
44,99,123,0
2,99,78,0
56,99,43,0
2,134,89,0
77,12,43,0
77,134,89,1
2,12,43,0
2,134,89,0
56,99,89,0
77,12,89,0
56,234,89,0
77,134,89,0
44,99,123,0
44,234,89,0
56,234,89,0
56,134,78,0
2,99,123,0
2,12,43,0
2,234,78,0
56,134,43,0
44,99,123,0
44,234,123,0
44,134,123,0
2,134,89,0
2,12,78,0
56,134,43,0
2,99,89,0
2,99,78,0
2,99,43,0
77,234,123,0
2,12,78,0
44,134,123,0
56,12,43,0
77,234,123,0
56,234,89,0
44,134,89,1
77,234,123,0
56,99,89,0
77,12,89,0
2,99,78,0
56,234,123,0
56,12,43,0
44,99,78,0
77,12,43,0
2,12,89,0
44,134,89,1
44,134,123,0
44,134,89,0
2,134,78,0
2,234,78,0
56,134,89,0
2,12,123,0
77,12,123,0
77,234,123,0
2,134,78,0
44,234,123,0
77,134,123,0
77,234,123,0
2,99,89,0
44,134,78,0
2,134,89,1
44,234,123,0
56,134,89,1
44,12,89,0
2,99,43,0
2,134,43,0
2,134,123,1
2,134,78,0
56,99,78,0
44,234,89,0
44,134,78,0
2,99,78,0
2,134,78,0
2,99,78,0
44,134,89,0
56,234,78,0
44,134,89,0
56,234,89,0
56,234,43,0
2,99,43,0
2,12,78,1
2,99,89,0
56,234,89,0
2,12,43,0
2,134,78,0
2,134,123,0
44,234,89,0
44,234,123,0
56,12,89,0
77,234,123,0
56,234,89,0
44,234,123,0
44,99,123,0
2,99,43,0
56,12,89,0
2,12,78,0
2,99,89,0
77,234,43,1
2,134,78,1
77,12,123,0
44,134,89,0
2,234,43,0
56,134,43,0
77,12,89,0
77,234,123,0
44,134,43,1
77,134,123,0
2,12,78,0
2,99,78,0
44,12,43,0
44,234,43,0
77,99,123,1
44,134,89,0
2,134,78,0
77,12,123,0
2,234,78,0
56,99,89,0
56,234,43,0
2,234,43,1
2,134,43,0
56,234,43,0
77,134,89,1
56,234,78,1
56,234,123,0
44,134,43,0
2,134,43,0
56,234,89,0
2,234,123,0
56,12,78,0
77,12,123,0
2,134,78,0
77,234,89,0
44,134,89,0
56,12,43,1
77,134,43,0
56,12,43,0
56,12,43,0
56,234,89,0
56,99,123,0
56,12,89,0
56,234,89,1
56,234,78,0
56,12,43,0
44,134,123,0
77,234,89,0
77,134,89,0
77,134,123,0
2,234,78,1
56,234,78,1
2,12,123,0
77,134,123,0
44,99,89,0
77,134,89,0
2,134,78,0
2,12,78,0
56,234,78,0
2,134,78,0
2,134,89,1
44,12,123,0
77,12,123,0
2,12,89,0
56,134,78,1
77,134,123,0
44,234,43,0
77,134,43,0
2,234,89,0
2,134,78,0
77,234,89,0
2,12,89,0
2,134,78,0
77,12,78,0
56,12,123,0
56,12,43,0
2,99,78,0
2,12,123,0
56,234,123,0
56,134,43,0
77,134,123,0
77,134,43,0
2,234,78,0
77,99,89,0
77,234,123,0
56,234,123,0
77,12,89,0
2,12,78,0
2,99,89,0
2,134,43,0
44,134,78,0
44,99,89,0
77,12,89,0
77,234,89,0
56,134,78,0
2,12,78,0
56,134,89,0
44,99,89,0
77,234,123,0
2,134,89,0
44,99,89,0
44,12,89,0
77,12,89,0
56,234,89,0
2,99,78,0
56,234,43,1
56,12,78,0
56,134,123,0
56,234,89,0
44,134,89,0
2,134,43,0
56,234,43,0
2,99,43,0
56,99,78,0
44,134,123,0
2,99,89,0
56,234,43,0
56,234,123,0
56,234,123,0
77,99,43,0
2,134,78,0
44,99,89,0
2,234,78,1
56,234,123,0
77,12,123,0
56,99,43,0
77,234,89,1
2,12,123,0
56,234,89,0
77,12,89,0
2,12,43,0
56,99,89,0
56,12,89,0
77,12,123,0
2,134,43,0
44,234,123,0
2,99,123,0
44,134,89,0
2,134,123,0
2,134,89,1
44,134,123,0
2,134,123,0
77,99,123,0
56,99,78,1
44,99,123,0
2,12,123,0
2,134,78,0
44,234,89,0
2,12,123,0
2,134,89,1
44,134,89,0
56,134,43,0
56,134,43,0
56,99,123,0
56,12,123,1
56,134,123,0
2,12,89,0
56,234,78,0
2,12,123,0
44,99,89,0
77,12,123,0
44,134,43,0
77,134,43,0
2,12,123,1
44,234,89,0
44,234,123,0
56,234,123,0
2,134,78,0
56,234,123,0
56,99,89,0
44,234,123,0
2,99,78,0
44,234,43,0
44,234,78,0
56,234,123,0
77,99,123,0
56,234,89,0
2,134,78,0
56,234,89,0
77,234,43,1
77,12,123,0
2,234,78,0
56,234,43,0
77,12,123,0
77,99,89,0
77,12,123,0
2,99,89,0
2,134,78,0
2,134,43,0
56,134,89,0
44,99,89,0
77,12,123,0
56,134,89,0
2,99,78,0
77,134,89,1
77,234,43,0
77,12,78,0
77,12,123,0
56,12,78,0
56,12,89,1
77,12,89,0
44,134,43,1
2,134,78,0
44,99,89,0
2,99,43,0
56,99,89,0
56,234,78,0
44,99,89,0
77,12,123,1
77,234,89,0
77,234,123,0
56,234,89,0
77,12,123,0
56,234,89,0
56,234,89,0
56,234,43,0
44,234,123,0
44,99,123,0
2,99,123,0
56,234,78,0
77,99,123,0
2,12,78,0
44,99,43,0
44,99,78,0
2,12,78,0
77,99,89,0
56,234,123,1
44,134,123,1
2,12,78,0
2,134,78,0
2,12,78,0
77,134,78,0
77,134,123,1
56,134,78,0
56,12,78,0
56,12,89,0
77,234,123,0
77,12,89,0
56,234,89,0
44,134,78,0
56,234,43,0
2,234,123,0
77,12,89,0
77,12,89,0
56,134,78,0
77,234,89,1
44,234,43,0
56,12,43,0
44,234,43,0
77,12,123,0
77,134,89,0
2,12,78,0
56,99,43,0
2,134,123,0
56,12,89,0
77,12,78,0
77,134,89,0
44,234,123,0
2,134,78,0
2,234,89,0
56,99,123,0
44,134,89,0
44,134,43,0
2,99,78,0
77,12,123,0
2,134,43,0
56,134,123,0
56,12,78,0
56,134,43,1
44,99,123,0
56,12,123,0
77,234,123,0
44,234,78,0
77,12,123,0
56,99,89,0
44,12,78,0
2,99,89,0
77,12,89,0
77,234,123,0
44,134,89,0
44,99,89,0
77,12,43,0
2,99,78,0
56,234,43,0
2,99,78,0
2,99,78,0
77,12,78,0
2,12,78,0
56,12,89,0
2,134,89,1
2,12,78,0
2,12,78,0
2,12,89,0
2,134,43,0
56,12,89,0
2,99,89,0
2,234,89,0
77,99,78,0
77,12,43,0
2,134,89,1
56,12,123,0
77,12,123,0
77,12,43,0
44,134,123,0
56,99,123,0
56,12,123,0
56,12,89,0
2,134,43,0
2,134,78,0
56,12,43,0
56,12,89,0
56,12,89,0
56,134,89,0
2,134,123,0
2,99,78,0
77,12,43,0
2,99,78,0
56,234,89,0
56,234,89,0
2,134,43,0
77,12,89,1
56,12,78,0
77,99,43,0
77,12,89,0
2,234,78,0
2,99,78,0
44,99,89,0
56,234,89,0
56,12,123,0
2,234,78,0
2,234,89,1
2,234,78,1
56,99,78,1
2,134,89,0
77,12,123,1
2,12,89,0
44,234,89,0
44,234,43,0
56,234,43,0
77,134,123,0
56,234,43,0
56,134,89,0
44,134,123,0
56,234,89,0
56,134,89,0
56,134,43,0
2,12,123,0
56,12,89,1
56,99,89,0
2,134,78,0
56,99,43,0
77,12,123,0
56,134,123,0
77,234,89,0
44,234,78,1
77,12,89,0
77,234,43,0
44,99,89,0
2,12,78,0
2,134,78,0
77,99,123,0
2,234,89,0
44,134,89,0
44,234,89,0
56,99,43,0
56,134,89,1
44,234,43,0
56,234,78,0
77,99,89,0
56,234,89,0
2,134,78,0
77,234,123,0
44,134,89,0
77,234,43,0
2,12,78,0
56,134,43,0
77,12,78,0
56,99,89,0
44,234,123,0
56,99,78,0
2,99,123,0
44,134,78,0
44,134,89,0
56,134,89,0
56,12,43,0
2,134,43,0
2,99,78,0
56,99,89,0
56,234,43,0
77,234,89,0
77,234,89,0
44,134,43,0
2,99,78,0
2,12,78,0
44,134,89,0
77,234,123,0
77,12,78,0
56,12,89,0
56,134,43,0
2,134,43,0
2,134,78,0
44,99,89,0
56,134,43,0
56,134,89,1
44,134,89,1
2,12,43,0
56,234,89,0
77,234,123,0
44,234,89,0
2,134,78,0
56,134,43,0
44,99,123,0
2,99,123,0
2,12,123,0
56,234,89,0
44,134,89,0
56,99,89,0
2,99,78,0
56,234,43,1
44,99,78,0
44,134,89,0
2,99,43,0
77,12,89,1
2,134,78,0
77,12,89,0
56,234,43,0
2,134,78,0
44,134,43,0
2,99,89,0
44,99,89,0
2,134,78,0
44,134,78,0
56,234,43,0
56,99,43,0
56,234,123,0
56,234,89,0
2,12,123,0
56,234,89,0
2,134,43,0
56,134,89,0
2,12,89,0
56,134,43,0
77,134,123,0
2,12,43,1
56,99,89,0
44,134,123,0
44,134,43,0
2,234,78,0
77,12,123,0
2,99,123,0
44,134,123,0
56,234,89,0
2,134,89,0
44,134,123,0
56,99,89,0
2,234,78,0
2,134,78,0
44,234,89,0
77,12,123,0
56,99,43,0
44,234,89,0
2,12,123,0
44,234,43,0
44,99,43,0
2,134,43,0
2,134,43,0
44,134,123,0
56,234,123,0
2,234,43,0
77,12,123,0
44,134,123,0
44,134,123,0
77,234,89,0
56,12,89,0
2,99,89,0
44,99,78,0
56,12,123,0
77,12,43,0
56,234,43,0
77,12,43,0
44,134,43,0
2,99,78,0
56,234,89,0
2,12,43,0
2,12,78,0
77,134,123,0
56,12,89,0
77,134,123,0
2,134,89,0
56,99,89,0
56,99,123,0
56,12,78,0
44,234,43,0
2,99,89,0
77,234,123,1
2,134,89,0
77,234,89,0
44,99,78,0
56,134,78,0
2,12,89,0
56,99,123,0
56,234,89,0
56,234,123,0
56,12,123,0
77,234,43,0
77,12,123,1
77,134,89,0
44,134,89,0
56,134,123,0
2,12,78,0
44,234,78,0
77,12,123,0
2,99,43,0
2,134,43,0
44,234,78,0
56,234,123,0
56,234,89,0
44,234,89,0
2,134,89,0
44,134,89,0
44,234,43,0
44,99,43,0
56,234,43,0
2,12,123,0
2,99,43,0
2,134,123,0
56,12,78,1
56,99,43,0
44,12,78,0
44,12,89,1
2,134,43,0
56,12,43,0
2,12,89,0
2,134,78,0
44,134,78,0
2,12,123,1
44,134,89,0
2,134,43,0
2,99,43,0
77,234,123,0
2,99,89,0
44,99,123,0
77,12,89,0
44,99,43,1
56,234,89,1
2,12,43,0
2,12,123,0
2,134,78,1
56,234,89,0
56,12,43,0
44,234,89,1
77,134,123,0
77,234,123,0
56,234,123,0
56,234,123,0
2,99,78,0
44,134,89,0
44,134,43,0
44,99,43,0
56,134,89,0
56,234,89,0
44,134,123,1
56,99,89,1
44,99,78,0
56,234,89,1
77,12,123,0
2,134,78,0
77,234,123,0
2,12,43,0
2,12,123,0
2,234,123,0
44,12,89,0
2,134,123,0
2,134,43,1
77,12,78,0
2,99,89,0
2,12,78,0
77,99,89,0
56,134,43,1
56,12,89,0
2,134,43,0
56,12,43,0
44,99,123,0
56,134,89,1
2,12,43,0
77,234,43,0
77,99,78,0
77,12,43,0
2,12,78,0
56,134,89,0
2,99,43,1
44,134,78,0
2,99,78,0
2,234,78,0
2,99,123,0
56,234,43,0
2,134,78,0
44,134,43,0
56,12,89,0
56,134,89,0
56,99,89,0
2,12,43,0
56,234,89,0
77,12,43,1
2,12,78,0
2,234,43,0
56,234,123,0
2,134,123,0
44,134,123,0
2,12,78,0
56,134,89,0
56,134,43,0
77,134,89,0
2,134,43,0
56,99,123,0
56,234,89,0
44,134,78,0
56,99,43,0
56,234,78,0
77,234,123,0
56,12,43,0
2,134,123,1
44,99,43,1
56,99,78,0
2,12,123,0
56,134,89,0
2,134,78,0
56,234,43,0
2,134,43,0
2,12,78,0
77,12,123,0
2,12,89,0
2,99,43,0
2,134,123,1
44,134,89,0
44,134,123,0
56,234,123,1
77,134,123,0
56,234,78,0
77,12,123,0
2,12,123,0
44,12,89,1
44,99,123,0
44,234,43,0
2,99,78,0
44,134,89,0
56,234,89,0
56,234,89,0
44,134,89,0
77,99,43,0
44,12,123,0
2,134,89,0
2,134,78,0
56,234,89,0
44,99,89,0
56,99,89,0
2,12,78,0
44,134,78,0
2,134,78,0
44,234,123,0
44,99,89,0
77,234,43,0
56,134,89,1
77,12,123,0
77,12,89,0
56,234,89,1
77,12,89,1
44,234,78,0
44,134,123,0
56,12,89,0
56,99,78,0
44,134,43,0
44,99,78,0
44,134,89,1
56,134,43,0
2,134,123,0
56,234,43,0
44,134,78,0
2,234,43,0
44,99,89,0
2,99,43,0
56,234,89,0
56,134,43,0
56,234,89,0
56,99,43,1
56,134,89,0
2,134,123,0
2,134,89,0
56,234,43,0
2,12,43,0
56,99,43,0
56,234,89,0
77,12,89,1
77,134,43,0
56,234,78,1
56,12,89,0
56,134,43,0
2,134,78,0
44,134,89,0
77,12,43,0
56,12,89,0
44,12,43,0
2,134,123,0
2,134,89,0
2,134,123,0
77,12,123,0
2,134,123,0
44,134,89,0
44,99,89,0
44,234,123,1
77,12,123,0
2,99,78,0
77,12,89,0
2,12,78,0
44,134,89,0
2,134,123,0
56,12,43,0
2,12,43,0
44,134,89,0
2,234,78,0
56,99,89,0
44,134,123,0
2,234,89,0
56,234,43,0
56,234,89,0
77,12,123,0
2,234,78,0
77,12,123,0
56,134,43,0
77,12,43,0
56,134,43,1
56,12,43,1
2,234,89,0
44,99,43,0
56,134,43,0
56,99,78,0
77,134,43,0
44,134,89,0
44,99,89,0
56,99,89,1
44,234,78,0
77,99,123,0
44,234,43,0
56,234,78,0
56,234,43,0
77,134,89,0
56,12,89,0
56,234,43,0
44,99,43,0
44,134,123,0
44,99,43,0
2,134,123,0
44,99,43,0
56,99,89,0
44,99,89,0
2,12,78,0
44,234,43,1
44,99,89,0
56,12,89,0
77,12,123,0
77,234,123,0
56,234,123,0
2,12,123,0
2,134,43,0
77,234,78,0
44,234,89,0
77,234,123,1
2,134,78,0
2,99,43,0
77,234,123,0
44,134,89,0
77,12,78,1
56,234,123,0
56,12,89,0
56,234,123,0
56,234,89,0
56,99,89,0
77,99,123,0
56,134,89,1
44,234,123,0
2,12,89,0
56,134,89,0
77,134,43,0
2,234,78,0
77,12,123,0
2,99,43,0
2,134,78,0
56,12,43,0
44,134,89,1
77,134,123,0
44,99,89,1
44,234,89,0
2,134,89,0
44,12,89,0
44,99,43,0
56,12,43,0
56,99,43,0
2,134,89,0
2,234,43,0
56,234,123,0
56,99,43,0
2,134,78,0
56,12,89,0
2,99,78,0
2,134,123,0
2,12,43,0
44,99,43,0
56,234,43,0
77,12,123,0
77,234,89,0
2,134,123,0
56,234,43,0
56,12,43,0
56,234,89,0
44,12,78,0
2,134,89,0
56,12,43,0
2,12,78,0
44,134,43,0
56,99,43,0
56,234,43,0
2,12,78,1
56,12,123,1
56,12,89,0
2,99,43,1
56,234,89,0
56,99,89,1
2,134,78,1
56,99,123,0
56,234,89,0
77,12,123,0
2,134,78,0
56,234,43,0
2,12,78,0
56,134,89,0
44,99,78,1
56,134,123,0
56,134,78,0
56,12,89,0
44,99,78,0
44,99,43,1
2,134,78,0
2,134,43,0
77,12,123,0
56,12,43,0
77,12,89,0
56,12,123,0
56,234,89,0
77,134,89,0
56,134,89,0
56,134,43,0
2,12,78,0
2,12,78,0
56,99,89,0
44,134,89,0
44,134,89,0
44,134,89,0
2,134,43,0
56,134,43,0
77,12,89,0
44,99,89,0
77,12,78,1
44,234,78,0
56,134,89,0
77,134,123,1
77,12,89,0
2,99,78,0
2,134,78,0
44,134,89,0
2,12,78,0
56,99,43,0
44,134,89,0
56,134,89,0
2,99,43,0
56,99,43,0
2,134,78,0
2,99,123,0
2,134,78,0
56,12,89,0
77,12,123,0
56,234,123,0
2,99,123,0
56,234,123,0
2,234,43,0
56,12,89,0
77,134,43,0
2,234,89,0
77,134,89,0
2,134,89,0
44,134,123,0
44,234,43,0
56,99,89,0
44,12,43,0
2,134,89,0
56,134,43,0
56,12,123,0
2,234,78,0
2,234,43,0
2,134,123,0
56,134,123,0
77,234,43,0
77,12,89,0
56,234,89,0
77,99,123,1
56,134,123,0
2,99,78,1
2,12,89,0
56,134,89,0
2,12,123,0
44,99,78,0
44,99,78,0
56,134,43,0
77,12,123,0
2,12,78,0
77,234,123,0
56,12,43,0
56,234,43,0
77,134,89,0
44,134,89,0
77,12,123,0
56,12,123,1
77,12,123,0
44,234,123,0
56,234,78,0
56,234,89,0
56,99,43,0
2,134,123,0
44,134,89,0
56,234,43,0
44,234,43,0
2,134,43,0
77,99,89,0
44,134,123,0
44,134,43,0
56,99,43,0
77,99,123,0
2,134,89,0
77,99,123,1
44,99,123,0
77,99,43,0
56,12,123,0
2,134,89,1
56,99,43,0
56,12,78,0
56,12,78,0
77,12,123,0
2,12,78,1
77,12,78,0
2,134,123,0
2,99,123,0
44,12,78,0
77,12,123,0
2,134,89,0
56,234,78,0
56,134,123,0
44,134,78,0
2,134,78,1
44,99,78,0
2,12,43,0
56,234,43,0
44,99,78,0
44,234,78,0
77,12,43,0
44,134,78,0
56,99,89,0
2,134,123,0
2,234,78,0
2,12,123,0
56,134,78,0
56,234,43,1
77,99,123,0
44,134,89,0
56,234,78,0
2,12,43,0
77,12,123,0
2,12,78,0
56,99,89,0
2,134,89,0
56,234,89,0
44,134,89,0
2,134,43,0
77,99,123,1
56,12,123,0
44,99,89,0
2,12,123,0
44,234,43,0
77,99,78,0
2,134,123,0
44,99,78,0
2,234,43,0
2,99,78,0
2,99,78,0
56,134,123,0
2,12,43,1
56,134,78,0
56,99,123,0
2,134,78,0
56,134,43,0
77,234,89,1
44,134,43,0
2,134,43,0
44,134,43,0
56,12,89,1
77,12,89,0
77,99,123,0
2,134,89,0
44,234,123,0
56,134,43,0
56,12,43,0
77,134,89,0
44,134,78,1
2,134,89,0
56,234,43,0
56,234,43,0
2,134,43,0
44,234,78,0
2,134,123,0
2,134,78,0
77,12,123,0
77,234,89,0
56,99,89,0
77,134,123,0
56,234,43,0
2,134,78,0
56,134,43,0
44,234,43,0
77,234,123,0
44,134,89,0
77,234,89,0
56,12,43,1
2,12,78,0
56,234,43,0
2,134,89,0
56,234,43,0
2,234,123,0
44,234,78,0
2,99,78,1
2,12,78,0
77,12,123,0
2,12,89,0
2,134,78,0
44,99,43,0
56,134,89,0
2,134,78,0
44,134,89,0
77,12,123,0
44,134,89,0
2,134,89,0
2,12,78,0
77,99,123,0
56,234,43,0
56,99,89,0
2,134,78,0
2,12,78,1
44,234,123,0
44,99,43,0
2,99,123,0
77,12,123,0
2,134,43,0
2,134,78,1
56,234,43,0
77,12,123,0
77,12,123,0
44,99,89,0
2,134,123,0
77,12,89,0
77,12,89,1
56,234,43,0
56,12,43,1
77,134,123,0
77,12,123,0
2,12,78,0
44,134,123,0
44,134,89,0
77,234,123,0
77,99,89,0
2,12,78,1
2,12,78,0
2,12,78,0
77,12,89,0
2,99,78,0
2,134,78,0
2,12,78,0
77,12,89,0
44,99,89,0
56,234,43,0
77,12,89,0
2,99,89,0
77,134,43,0
56,234,89,0
77,12,89,0
56,134,43,0
56,234,123,0
77,12,89,0
2,99,43,0
44,99,123,1
77,134,123,0
44,99,89,0
77,12,89,1
2,99,123,0
77,99,123,0
44,12,89,1
56,234,43,0
44,99,123,0
56,234,78,0
44,12,43,0
56,234,43,0
2,234,78,0
77,99,78,0
2,134,89,0
44,134,89,0
56,134,43,0
2,134,78,0
56,12,43,0
44,134,78,0
56,134,43,0
77,234,123,1
77,134,123,0
77,99,89,0
2,134,123,0
77,12,43,0
2,12,43,0
56,234,78,0
44,134,89,0
56,12,123,0
56,134,89,0
2,12,78,0
56,12,89,0
44,134,123,0
77,99,78,0
77,134,123,1
77,12,123,0
56,234,123,0
56,134,43,0
2,134,78,0
77,234,43,0
2,134,78,0
56,134,43,0
56,12,89,0
44,234,89,0
2,134,123,0
2,134,43,0
56,234,89,0
77,12,123,1
56,234,43,0
77,12,78,0
2,134,89,0
44,99,123,0
56,99,89,1
77,134,89,0
44,12,123,0
2,99,123,0
2,134,123,0
77,134,78,0
56,99,78,0
77,134,43,0
77,234,123,1
56,234,89,0
2,134,78,0
2,134,78,0
56,99,43,0
2,134,43,0
44,99,123,0
77,134,123,0
56,99,43,0
2,134,43,0
2,134,89,0
2,99,78,0
44,99,89,0
44,234,89,0
2,134,43,1
56,99,89,0
56,134,89,0
44,234,89,1
56,12,78,1
44,99,78,0
44,234,89,0
77,134,89,0
2,12,78,0
56,134,43,0
2,12,78,0
2,134,43,0
2,12,123,0
2,12,43,0
2,234,123,0
44,99,89,0
44,234,89,0
44,134,123,0
2,12,89,0
44,234,78,0
56,99,78,0
2,12,78,1
44,99,123,0
2,12,89,0
77,12,123,0
56,12,43,0
2,134,123,0
56,12,123,0
2,234,43,0
77,134,43,0
77,99,123,0
2,12,89,0
77,234,123,0
2,134,43,0
77,12,123,0
77,12,89,0
56,99,123,1
77,12,89,0
56,134,78,0
2,234,78,0
77,134,89,0
2,134,89,1
56,99,89,0
56,234,89,0
56,134,123,0
2,99,123,0
56,234,43,0
56,99,78,0
2,234,89,0
56,234,43,1
44,134,78,0
44,134,89,0
2,99,123,0
2,134,89,0
56,12,123,0
56,134,89,0
56,134,89,0
44,134,123,0
2,99,89,0
77,134,123,0
2,99,78,0
2,134,123,0
44,234,89,1
56,134,89,0
2,134,89,0
77,234,123,0
56,234,78,0
44,12,43,0
77,134,123,0
44,99,78,0
2,99,123,0
77,12,78,0
2,134,78,1
77,12,123,0
56,12,89,0
44,134,43,1
2,12,78,0
44,234,123,0
56,12,89,0
2,134,78,0
56,234,89,0
56,99,89,0
2,234,89,1
2,234,43,0
77,12,123,0
2,134,43,0
56,134,123,0
2,134,78,0
77,234,123,0
44,12,78,0
2,12,89,0
44,234,123,0
44,99,123,1
2,12,43,0
2,99,78,0
56,12,89,0
44,99,78,0
77,12,123,0
56,99,89,0
56,99,78,0
56,234,89,0
77,12,123,1
2,99,43,0
77,234,89,0
2,12,78,0
2,134,78,0
44,134,89,0
77,12,89,0
44,134,78,0
44,234,78,0
2,99,43,0
77,234,89,0
2,12,123,0
2,12,78,0
44,134,89,1
44,134,123,1
2,12,89,0
77,99,43,0
2,134,43,0
2,12,89,0
56,134,43,0
77,12,89,0
44,234,78,0
2,134,43,0
44,134,78,0
56,99,89,0
56,134,43,0
44,234,123,0
44,134,43,0
44,134,43,0
56,99,78,0
2,12,78,0
56,99,123,1
56,234,123,0
2,134,78,0
2,134,78,1
2,134,123,0
44,99,43,0
56,12,43,0
56,234,123,1
56,12,123,0
44,99,89,0
77,99,89,1
2,12,123,0
56,134,43,0
44,234,89,0
77,99,89,0
2,134,123,1
56,234,123,0
56,134,123,0
56,12,89,0
77,12,89,0
56,12,43,0
44,99,89,0
56,99,89,0
2,134,78,0
44,99,78,0
77,99,123,0
44,12,89,0
44,134,78,0
44,134,123,0
56,99,89,0
2,99,123,1
2,134,123,0
2,12,78,0
44,234,123,0
56,99,43,0
77,234,123,0
44,134,89,0
2,134,78,0
56,234,89,0
56,234,123,0
77,134,123,0
2,134,78,0
44,134,89,1
44,134,89,0
56,234,43,0
56,99,89,0
77,12,89,0
44,234,123,0
56,12,78,0
44,99,89,0
56,12,123,0
77,12,123,0
77,12,123,0
56,12,43,0
2,134,78,0
2,12,78,0
2,12,123,0
77,134,43,0
56,234,89,0
56,99,43,0
56,234,123,1
56,12,123,0
2,12,78,0
77,234,123,0
77,234,123,0
77,134,123,0
44,134,78,0
56,99,43,0
2,234,43,0
77,234,89,0
2,134,78,0
77,134,123,0
2,99,78,0
77,12,89,0
77,12,123,0
2,134,78,0
56,234,123,0
77,12,89,0
44,134,123,0
44,134,43,0
2,134,123,0
2,12,78,0
2,134,43,0
44,99,89,1
56,234,123,0
2,12,78,0
44,134,78,0
56,234,43,0
56,234,43,0
44,12,78,0
56,234,89,1
56,234,78,0
2,99,123,0
44,99,89,0
2,12,78,0
2,134,123,0
44,99,123,0
44,134,89,0
56,234,43,0
77,234,123,0
56,234,89,0
44,134,89,0
2,134,78,0
2,234,43,0
44,99,89,0
77,134,89,0
44,134,78,1
77,12,123,0
2,134,43,0
77,234,89,0
44,234,78,0
56,234,43,0
2,99,123,1
56,12,89,0
56,234,89,0
2,134,89,0
44,134,78,0
2,99,78,0
77,134,89,0
44,134,43,0
56,12,123,0
77,99,123,0
44,12,89,0
77,12,123,1
44,99,43,0
44,234,43,0
2,134,78,0
2,134,78,0
44,99,89,1
77,12,89,0
77,134,43,0
56,134,89,0
77,234,89,0
44,134,78,0
2,234,43,0
44,234,89,0
77,12,89,0
44,134,43,0
2,12,78,0
44,134,89,0
77,12,89,1
56,134,89,0
56,234,43,0
44,134,89,0
2,99,89,0
56,234,123,0
2,134,78,0
56,134,89,0
77,12,89,0
2,134,43,0
44,99,89,0
77,12,89,0
77,12,123,0
2,12,123,0
56,234,78,0
44,99,43,0
2,12,123,0
44,12,43,0
44,99,89,0
44,99,123,0
77,12,123,0
2,99,43,0
77,134,89,0
77,12,89,0
2,134,43,1
56,12,43,0
77,12,78,0
2,234,43,0
2,134,78,1
44,134,123,0
2,12,43,0
2,12,78,0
77,234,123,0
56,134,78,0
56,234,89,0
44,134,89,0
44,234,123,0
44,99,89,0
77,99,89,0
2,234,89,0
2,234,89,0
2,99,123,0
44,99,78,0
44,134,43,0
2,99,123,0
56,134,89,1
2,134,89,0
56,99,123,0
56,234,43,0
77,12,89,0
2,99,89,0
44,99,123,0
77,12,123,0
2,12,78,0
44,134,89,0
44,134,78,0
77,12,43,0
56,134,43,0
44,134,43,0
2,12,123,0
77,234,123,0
56,99,43,0
56,234,89,0
2,134,43,0
77,12,123,0
77,134,123,0
2,134,78,0
44,134,43,0
77,99,123,0
56,234,89,0
44,99,43,0
56,99,43,0
2,134,78,1
44,134,78,0
77,234,123,0
44,134,89,0
44,134,78,0
2,234,78,0
2,99,78,1
2,134,89,0
2,234,78,0
44,99,89,0
77,234,123,0
56,234,43,0
44,134,89,0
56,12,78,0
44,99,78,0
44,234,89,0
56,234,43,0
44,12,78,0
2,134,89,0
2,12,78,0
2,234,89,0
44,134,89,0
77,12,123,0
56,234,43,0
44,99,89,0
77,12,123,0
44,99,78,0
56,234,123,0
56,234,43,0
2,134,78,0
77,99,78,0
44,234,43,0
56,12,78,0
2,99,78,0
2,134,123,0
44,12,78,0
77,12,43,0
44,134,89,0
44,234,123,0
2,99,43,0
44,234,123,0
44,234,78,0
2,99,89,0
77,12,89,0
56,12,123,0
