A,B,C,D
2,145,24,120
2,555,120,75
2,3,120,120
2,145,88,120
31,3,120,24
2,74,75,24
45,3,88,120
45,3,75,88
2,74,75,75
31,3,75,88
2,3,88,120
31,145,88,88
31,555,88,75
2,3,88,88
31,145,88,120
31,74,75,75
2,145,88,120
2,145,88,75
2,74,120,88
2,145,75,120
45,145,120,24
31,555,75,24
2,555,75,88
31,555,88,75
2,74,120,120
31,555,24,24
31,74,88,24
2,74,120,88
31,3,24,75
31,74,120,120
2,3,120,88
31,74,75,24
45,3,75,88
2,3,120,88
45,74,88,75
2,3,24,88
31,145,88,24
2,145,120,88
2,145,120,120
31,145,75,75
31,74,75,75
2,74,24,88
2,3,120,75
2,3,120,88
2,74,75,88
45,3,88,120
2,3,75,75
2,3,88,75
31,74,75,75
45,3,75,75
2,145,120,120
31,74,88,75
2,74,120,75
31,74,75,120
2,3,120,75
2,74,88,120
45,145,88,88
31,555,120,75
2,145,24,75
45,3,24,120
31,555,88,24
45,145,88,24
2,555,88,75
45,145,88,88
2,74,120,120
2,145,75,120
31,74,75,24
31,555,24,24
2,3,120,120
31,74,88,88
45,145,75,88
45,145,88,120
31,145,24,88
2,74,120,75
31,555,88,24
45,555,88,120
31,74,24,88
2,74,88,88
2,145,75,120
2,3,120,120
31,74,75,24
31,145,75,88
2,74,75,24
31,74,75,75
2,74,75,75
45,74,120,24
31,3,75,24
2,555,120,120
31,3,24,88
45,145,88,88
2,3,75,88
2,555,120,120
31,555,24,120
2,145,120,88
31,74,24,75
2,74,88,88
31,555,24,75
2,555,24,88
2,74,120,75
2,3,120,120
45,555,24,88
31,145,75,75
2,3,75,88
31,145,24,24
31,3,88,88
31,74,88,75
2,3,120,120
2,3,120,120
31,74,24,24
31,145,120,75
2,74,120,120
2,3,75,24
31,145,24,88
45,3,88,120
45,74,24,88
2,3,120,120
2,145,88,75
2,3,24,120
2,145,24,24
45,3,75,24
31,74,120,75
31,74,24,88
45,74,120,88
2,74,88,88
31,555,88,75
31,555,24,24
31,3,24,75
45,555,88,75
31,145,88,88
45,3,88,88
45,3,88,75
31,3,24,24
45,145,24,88
31,555,88,24
2,74,24,75
45,3,88,75
31,3,120,24
31,555,88,24
31,74,75,88
2,3,24,120
31,555,88,24
2,145,88,120
45,555,88,88
2,555,75,88
2,145,88,88
45,145,120,24
2,3,120,75
31,555,24,88
2,3,88,120
31,145,75,24
31,145,88,24
31,3,88,75
2,145,88,120
45,145,24,88
31,74,24,75
45,555,120,75
2,3,120,88
31,74,120,120
45,555,24,24
31,3,24,75
31,74,75,24
31,555,75,75
2,74,88,120
45,74,120,120
31,3,24,75
45,3,88,88
45,3,24,88
2,3,75,24
31,74,24,75
2,145,88,88
45,74,24,75
31,145,88,120
2,145,88,120
2,74,88,120
2,145,120,75
31,555,24,24
45,3,88,120
45,145,75,88
2,74,75,88
2,3,120,75
45,145,24,75
2,3,120,88
2,3,88,120
45,555,75,88
31,74,24,88
31,3,75,120
31,555,120,24
31,3,24,120
31,74,120,75
31,555,24,75
2,555,88,88
31,74,75,75
31,74,24,24
45,3,88,88
45,3,120,75
2,3,24,88
31,555,120,24
2,3,75,75
2,145,24,88
2,3,120,75
2,555,75,88
2,145,120,24
2,74,88,120
2,3,120,75
31,555,24,75
31,555,75,24
31,74,75,24
2,555,24,88
31,145,120,24
31,3,75,75
2,74,75,88
2,74,75,120
2,145,120,88
2,145,120,120
45,145,120,24
2,74,120,75
45,3,120,120
31,74,24,24
2,3,75,120
31,74,75,75
31,74,24,24
45,145,24,75
31,3,24,88
2,145,24,75
31,3,24,75
2,555,24,88
2,555,75,120
2,555,75,75
2,145,24,120
2,555,88,24
2,145,120,24
45,74,24,120
2,555,88,75
31,145,24,75
2,145,88,120
2,145,88,75
45,555,120,24
2,145,75,88
45,3,75,88
31,74,75,24
45,145,120,120
45,145,88,120
31,3,75,88
31,145,24,24
2,3,120,120
31,74,24,75
31,74,24,24
31,74,88,75
31,74,75,88
31,555,75,75
45,3,24,75
31,145,24,88
45,3,88,88
31,145,24,24
31,555,75,75
2,145,120,88
45,555,75,24
2,555,88,75
2,74,75,120
2,3,120,120
45,3,120,120
2,145,88,75
31,145,75,75
2,3,120,88
45,3,75,88
2,3,75,120
2,145,88,88
2,555,75,120
2,145,120,120
31,145,88,24
2,3,120,88
45,3,75,88
2,145,120,24
45,145,24,120
45,145,24,120
31,3,75,88
31,555,88,75
2,145,120,88
31,74,75,75
2,145,75,88
2,3,120,120
31,555,24,24
31,74,24,88
31,3,120,24
45,74,120,88
31,555,120,24
31,74,24,75
2,555,120,120
31,555,24,24
31,555,75,75
31,74,88,75
2,74,120,75
45,3,120,88
31,145,75,75
31,74,24,88
31,145,24,75
2,3,120,120
2,3,88,120
31,3,75,120
31,555,24,75
31,74,24,88
31,555,88,88
31,145,75,24
2,3,24,88
31,145,88,120
2,3,120,75
31,555,75,24
2,555,75,120
31,145,88,75
31,74,75,75
2,145,120,120
31,74,120,24
31,74,88,75
45,3,24,75
2,145,120,88
45,3,120,24
45,3,88,88
31,74,24,24
31,555,88,75
2,145,120,88
31,74,24,24
2,145,88,75
31,74,24,120
31,555,88,24
45,145,88,88
45,74,75,75
31,3,24,75
31,74,24,24
45,555,88,120
45,3,88,75
31,3,24,24
2,145,120,120
31,555,88,75
31,3,24,24
45,145,75,88
31,555,24,120
2,3,88,88
31,74,75,120
2,3,75,88
31,555,75,24
2,74,120,88
31,74,88,120
31,74,24,75
31,555,24,75
31,74,75,88
31,3,24,75
31,74,88,75
31,555,24,75
2,145,88,120
45,145,88,88
2,555,88,75
2,3,120,88
2,555,75,120
31,74,75,24
31,145,24,24
31,145,24,75
45,3,24,88
2,555,88,88
2,3,75,88
2,555,120,120
31,555,24,88
31,3,24,75
2,555,120,120
31,74,24,75
2,555,24,120
45,145,88,88
31,145,24,75
2,74,120,120
2,555,24,88
31,555,75,88
45,3,120,75
31,145,88,75
2,555,88,120
2,3,120,120
31,555,24,24
31,555,120,88
45,3,75,24
31,74,24,88
31,74,120,24
31,74,24,24
31,145,120,88
31,145,88,75
31,145,75,120
31,555,88,24
45,74,24,75
45,555,24,88
2,555,120,75
2,74,120,88
2,145,120,75
2,74,24,88
2,555,88,120
45,145,88,24
2,145,75,88
45,3,24,88
2,145,88,88
2,3,120,75
31,145,88,24
31,74,88,88
31,555,88,88
31,555,24,24
31,74,120,88
2,74,75,120
2,145,120,120
2,3,120,24
31,3,88,24
31,74,24,24
31,145,24,24
31,3,24,24
45,145,88,75
45,555,88,88
31,74,88,24
2,145,88,88
45,3,88,88
45,3,88,24
31,3,24,88
31,74,24,24
2,74,88,88
31,74,24,75
2,145,120,75
2,3,75,88
2,3,120,120
31,555,120,88
45,145,75,75
31,3,88,24
2,145,88,24
45,145,88,120
2,555,88,120
31,555,88,75
31,145,24,24
45,145,88,120
45,145,120,75
2,145,75,75
31,555,75,88
31,74,120,88
2,555,24,88
2,3,120,75
31,74,24,88
45,145,120,24
31,555,88,24
45,3,75,120
45,555,120,120
2,145,120,88
31,3,88,75
31,74,88,88
31,555,24,75
31,74,75,24
2,3,24,75
2,145,75,120
2,145,120,88
31,74,24,24
45,145,88,75
2,555,88,120
2,555,120,120
31,3,24,75
2,555,88,88
2,555,75,120
31,555,24,88
2,74,120,120
2,145,75,88
31,555,88,75
31,555,24,24
45,145,88,88
2,555,24,120
31,555,75,75
2,3,88,88
2,3,75,75
31,555,75,75
31,3,24,75
31,74,24,24
2,3,120,88
31,145,75,24
45,3,75,24
31,74,24,75
31,555,24,24
31,3,75,24
45,145,24,24
45,145,24,24
2,3,120,88
2,145,88,120
31,74,75,75
45,145,75,75
2,74,75,120
45,74,88,120
31,74,75,75
31,74,88,88
45,555,75,88
2,3,75,120
2,555,120,75
2,3,88,75
45,145,88,24
45,3,88,24
31,555,24,88
31,555,88,24
45,3,88,88
31,74,24,24
2,74,88,120
45,3,24,75
31,555,24,75
45,145,88,75
45,145,120,75
31,3,24,88
31,3,24,24
45,145,88,24
31,145,24,24
31,3,24,75
45,555,75,24
31,74,120,24
31,74,75,88
2,74,75,120
2,3,75,75
45,145,75,24
45,145,24,24
31,74,24,24
31,74,75,24
2,555,120,120
2,3,75,88
31,555,88,88
2,145,120,24
31,555,88,88
2,74,75,120
2,3,88,120
31,74,88,24
2,555,24,88
31,74,24,24
45,145,88,75
31,3,24,120
31,3,75,88
2,3,88,120
2,3,88,120
2,3,75,120
2,145,24,120
2,145,120,120
31,74,24,24
2,555,75,88
31,555,88,24
31,3,120,24
31,555,75,24
2,3,75,24
31,145,120,24
2,555,75,120
45,555,75,88
2,145,75,88
2,74,75,88
45,74,75,24
31,145,24,75
31,74,24,24
2,555,24,120
31,555,24,75
45,145,120,24
2,145,88,120
45,3,88,88
31,555,88,75
2,555,88,120
2,145,120,88
2,74,120,88
2,555,88,120
2,145,88,88
45,3,88,24
45,3,88,88
2,74,120,24
45,3,120,120
31,3,24,88
45,3,120,88
2,555,75,75
45,74,88,88
45,3,88,88
31,555,75,24
2,3,120,75
31,555,24,88
45,145,75,88
31,555,24,24
2,555,24,24
45,3,88,75
45,74,24,88
31,3,75,88
2,3,24,88
2,555,88,88
31,3,88,75
31,555,75,88
45,3,88,24
2,145,88,88
2,74,88,24
31,3,75,75
45,3,88,75
31,3,75,24
31,74,120,88
2,3,120,120
45,145,24,24
2,3,120,120
45,145,120,75
31,3,24,75
2,74,88,88
31,74,75,120
45,145,75,88
31,74,75,24
31,74,75,88
31,145,75,24
31,555,75,88
45,3,120,88
31,74,75,24
31,74,75,120
31,74,75,75
31,74,24,88
45,145,24,88
2,74,75,120
31,74,24,120
31,74,24,88
2,145,120,120
2,555,120,120
31,74,75,88
2,145,75,88
31,74,24,75
31,3,24,24
2,145,75,120
31,74,88,24
2,74,120,75
2,3,88,88
2,3,120,88
31,74,75,24
2,3,88,120
31,555,75,24
2,145,120,120
45,555,120,75
2,3,88,120
2,3,120,120
31,74,88,120
2,555,120,75
2,555,75,75
2,555,120,24
2,145,75,24
31,74,24,120
31,74,88,24
2,74,88,120
2,555,120,75
2,555,88,24
31,74,24,24
31,3,120,88
2,555,120,75
31,3,75,24
45,3,88,75
2,74,75,120
2,3,75,88
45,3,24,88
45,3,24,120
2,3,120,75
45,74,24,88
2,555,120,24
45,555,88,75
31,555,24,75
31,555,24,88
45,555,88,88
2,555,88,88
31,3,75,75
2,555,88,88
31,555,24,75
45,145,88,75
31,74,75,24
2,74,120,75
2,3,120,120
31,3,88,24
2,3,88,75
31,74,88,75
2,555,120,24
31,145,75,120
2,145,88,120
31,3,75,88
31,555,120,75
2,3,24,120
31,74,24,75
2,74,120,75
2,74,75,88
45,3,75,24
31,555,120,24
45,555,88,88
2,555,88,88
31,145,88,88
2,555,88,88
31,555,75,24
45,3,24,88
31,74,88,75
45,555,120,88
45,3,88,24
2,3,120,88
45,145,88,88
31,555,24,75
31,74,75,24
45,3,88,120
31,145,88,75
31,145,75,24
45,3,120,120
2,3,120,75
2,145,88,88
31,74,24,88
2,3,88,75
2,3,120,75
2,145,88,120
31,555,75,24
2,3,88,24
31,555,88,75
2,145,75,88
2,555,88,75
2,555,120,75
45,3,120,88
2,3,120,24
31,3,75,75
45,74,75,88
45,3,120,24
31,145,75,75
31,145,24,88
31,74,88,24
45,3,24,24
45,3,88,88
45,145,88,88
2,555,120,88
45,145,75,75
31,555,120,120
45,3,24,88
45,145,24,88
31,74,88,120
31,555,24,75
31,3,75,75
31,3,75,88
45,145,24,88
2,3,88,120
45,145,120,75
31,555,75,24
2,555,88,24
2,74,24,88
45,74,88,88
45,74,88,88
2,74,120,88
2,145,75,120
31,555,75,24
2,145,88,24
31,74,88,120
31,145,24,88
31,3,120,24
31,555,24,88
2,3,120,88
31,555,24,24
2,555,88,120
2,74,120,120
45,3,24,88
31,3,120,24
31,74,24,88
31,145,88,120
31,3,88,88
31,145,24,88
2,74,75,75
31,74,75,24
45,145,75,88
2,74,88,120
31,3,24,88
31,555,75,24
2,74,88,75
2,145,120,120
31,555,88,24
45,145,75,24
2,74,120,88
31,3,75,24
45,145,24,120
45,145,24,88
45,145,88,24
45,145,75,88
2,145,120,88
31,74,75,24
2,145,88,75
45,145,75,88
2,74,120,120
2,3,120,75
31,74,88,24
2,74,24,88
2,3,75,120
2,74,75,120
45,145,24,75
2,3,120,24
2,3,24,88
31,3,120,24
45,145,88,24
31,555,75,24
31,555,24,75
31,74,24,75
31,145,24,75
31,3,24,24
2,3,88,88
45,145,120,88
31,74,120,88
31,3,120,24
2,3,75,75
31,74,24,120
2,145,75,120
2,74,75,75
2,145,120,88
2,555,120,120
31,555,88,24
45,145,24,24
2,3,88,88
31,555,24,75
31,3,88,24
2,3,120,120
31,74,120,75
2,3,120,88
31,555,120,75
31,145,24,75
2,145,75,120
31,74,88,75
2,555,88,88
31,555,24,24
2,145,120,75
31,3,88,75
2,3,120,88
31,555,24,75
31,74,24,120
2,3,88,88
2,555,120,120
31,555,24,75
45,145,24,88
31,74,88,88
31,555,24,24
2,74,120,75
2,145,88,120
31,555,120,75
2,145,120,120
2,3,88,24
2,555,88,88
45,145,120,120
31,145,75,75
2,74,88,88
31,74,24,24
45,3,75,24
31,555,24,24
2,555,120,75
45,145,88,88
45,145,88,120
2,555,24,120
45,74,88,88
31,145,88,75
2,74,88,88
2,145,75,75
31,145,120,24
2,145,75,88
45,3,120,88
31,3,88,88
31,555,24,75
31,145,24,24
31,555,75,75
31,145,24,24
31,74,75,24
31,3,88,24
31,3,120,75
2,555,88,120
31,145,24,24
31,3,24,75
31,145,24,120
31,3,75,24
31,74,75,75
2,3,75,75
2,3,88,88
2,145,120,88
31,74,24,24
2,74,88,120
31,555,75,88
2,74,75,88
31,74,75,75
31,555,24,24
31,555,88,88
31,74,24,75
2,145,88,120
45,145,120,88
45,3,88,88
2,74,120,120
31,555,24,24
2,145,88,88
31,74,24,24
31,555,88,75
2,74,120,120
45,3,88,75
31,74,24,24
31,74,88,24
31,3,120,24
31,145,88,120
2,3,120,88
31,555,75,24
2,145,120,88
31,555,88,120
31,145,75,75
45,145,88,88
2,74,120,88
45,3,88,24
2,555,88,88
31,74,24,88
2,145,120,120
31,145,24,24
2,74,75,120
45,3,24,75
31,74,24,88
2,555,88,120
2,145,88,88
45,3,75,88
2,3,24,75
45,145,88,120
45,145,24,88
31,555,88,24
31,555,24,120
31,555,75,24
2,74,120,120
31,145,24,88
2,145,88,120
31,555,88,75
45,3,75,75
31,555,24,24
31,145,88,75
45,145,120,88
2,3,24,88
45,3,120,120
2,555,120,24
31,74,24,24
31,3,75,75
31,555,75,88
31,145,24,24
2,145,75,120
31,74,120,24
45,145,24,88
31,145,75,75
2,74,120,120
31,74,24,75
2,145,75,88
2,145,120,120
2,555,88,88
31,3,24,75
2,74,88,88
2,145,120,75
31,555,120,75
2,74,75,120
2,74,120,120
31,74,75,24
2,3,75,88
31,555,88,75
2,145,88,75
2,145,75,75
31,74,24,24
2,555,75,120
45,3,24,88
2,3,120,88
31,555,75,24
31,555,88,88
45,145,88,75
2,3,75,88
31,3,88,24
2,145,24,88
31,3,75,75
2,3,88,75
2,555,120,120
45,145,75,24
31,555,24,24
2,3,88,120
31,74,24,75
2,3,75,88
31,3,24,24
2,145,88,75
45,3,88,24
31,3,88,88
45,145,88,24
31,74,120,24
31,74,24,24
31,74,24,24
2,3,120,88
45,74,88,24
31,555,88,88
2,145,120,75
2,145,120,120
31,74,88,120
2,145,120,88
31,74,88,24
2,145,75,88
31,3,75,88
31,555,24,88
2,74,75,120
2,145,88,24
2,145,88,88
45,3,24,75
2,145,88,88
2,3,88,120
45,555,88,88
2,555,24,75
31,3,88,75
31,555,88,24
2,3,24,120
45,74,88,24
31,555,88,24
2,555,88,120
2,3,88,120
2,3,120,75
2,3,75,75
45,3,120,88
2,74,120,120
31,555,24,88
31,555,24,88
31,74,75,24
45,145,120,88
2,3,75,24
2,145,120,88
31,3,24,24
45,145,24,75
2,3,75,75
2,3,75,120
2,74,88,75
2,74,24,75
2,555,88,88
2,3,88,75
2,3,75,24
31,74,75,75
31,555,75,75
2,555,120,75
2,74,120,24
2,74,88,24
2,3,75,24
2,3,120,75
31,555,24,88
2,145,88,88
2,74,88,88
2,555,88,120
2,555,75,88
31,555,75,75
2,555,120,120
2,3,24,88
31,74,88,88
31,555,75,88
2,74,120,24
31,555,88,24
45,3,75,120
2,74,24,120
31,555,75,75
45,145,24,88
2,555,120,120
31,74,75,88
45,3,120,88
31,145,24,24
45,74,88,88
31,3,75,75
45,74,75,88
2,74,120,88
31,74,120,24
31,145,75,88
2,74,120,24
45,145,75,88
45,3,88,24
2,555,88,88
2,74,75,120
45,3,120,120
31,145,88,88
31,74,24,75
31,3,24,88
31,555,24,75
2,3,88,120
2,3,88,88
31,74,24,75
31,74,75,88
45,145,88,88
2,555,120,120
31,74,120,75
45,3,24,88
31,145,75,75
2,3,88,120
31,555,75,75
2,74,120,120
2,3,120,120
2,3,120,75
45,145,75,24
31,555,24,120
31,74,88,24
45,555,88,75
2,145,75,120
45,3,24,88
2,145,120,88
45,145,75,120
2,74,88,88
31,145,88,24
31,145,24,24
31,555,24,120
2,3,75,120
2,145,88,24
2,74,88,88
31,74,88,24
2,555,120,24
45,145,75,88
2,145,88,24
31,3,88,75
45,3,75,88
2,145,88,120
2,145,75,120
31,555,24,24
2,74,24,75
31,3,24,24
2,145,120,120
45,3,88,75
31,3,24,24
45,74,88,88
2,555,88,120
31,74,24,24
2,145,75,120
45,3,75,75
45,145,24,88
31,555,24,24
45,145,120,88
31,145,24,75
31,74,24,75
31,74,88,75
45,74,24,120
31,74,75,24
31,145,75,88
2,3,88,24
31,74,75,120
45,74,75,75
31,555,75,75
2,3,75,120
2,145,120,75
2,3,75,88
31,74,88,24
45,145,75,120
2,74,120,88
2,74,75,120
45,145,88,88
31,145,75,75
31,145,24,24
31,145,24,75
2,555,88,75
2,3,120,120
31,3,75,75
45,3,120,75
2,3,88,24
2,74,88,88
31,555,120,75
31,74,88,75
2,145,120,120
2,555,120,88
31,555,75,75
2,555,120,88
31,555,24,24
2,145,120,120
45,145,120,120
2,145,88,75
31,145,75,88
31,3,75,88
2,3,88,120
2,145,24,120
2,74,88,120
2,3,88,120
31,145,24,24
2,145,120,88
45,3,75,88
31,74,120,75
2,555,120,120
2,3,120,120
31,74,120,75
2,145,120,120
2,3,88,75
45,3,88,120
2,145,75,88
2,74,75,120
2,145,88,24
2,555,88,88
31,74,24,75
2,74,75,120
31,145,88,24
2,145,75,120
2,555,120,120
2,555,120,88
2,555,88,120
2,3,120,120
2,555,88,88
45,3,24,75
31,74,120,88
31,145,88,24
31,555,24,24
2,74,120,75
31,3,75,120
31,555,120,88
2,145,120,120
31,555,24,24
31,145,24,24
31,74,88,75
45,3,88,120
2,555,88,88
2,555,88,120
45,3,88,24
31,3,88,88
45,145,75,120
31,74,75,75
31,555,24,24
2,74,88,120
31,74,24,88
2,555,88,88
45,145,88,120
31,74,24,75
31,555,24,24
45,3,24,75
31,555,75,75
31,74,75,120
2,145,88,120
31,145,24,24
2,145,88,120
2,555,88,120
45,3,88,88
31,74,88,88
45,145,88,88
2,3,88,88
2,555,88,24
2,3,120,75
2,555,120,120
45,3,88,75
2,74,120,88
2,145,88,88
31,555,75,75
2,74,120,120
2,74,24,120
45,3,88,88
31,145,24,24
31,555,75,24
2,74,88,75
31,555,88,88
45,3,88,120
31,555,75,24
2,555,75,120
2,555,24,88
45,3,88,120
2,145,120,75
31,74,88,75
31,145,24,24
45,74,24,120
2,3,120,75
45,3,120,75
2,555,120,120
31,3,75,88
2,145,120,120
2,145,24,120
2,555,24,120
31,74,120,24
2,3,24,24
31,555,88,24
2,145,120,88
31,555,75,24
31,74,88,24
31,74,88,75
31,74,24,24
45,555,75,88
31,145,75,88
2,555,120,88
2,3,75,120
2,145,75,88
31,555,24,75
31,74,75,24
2,145,75,120
2,74,120,120
31,145,24,120
2,74,24,120
2,145,24,120
31,74,88,24
2,145,120,75
2,145,120,75
31,145,24,75
2,555,75,88
2,145,88,88
31,145,75,24
2,3,120,120
31,555,88,24
31,3,24,75
2,3,88,120
2,555,88,88
2,555,88,120
45,3,88,24
2,3,75,75
45,145,120,88
31,145,75,24
31,555,75,75
31,555,75,24
45,74,88,88
31,555,75,75
2,3,120,120
31,74,75,88
2,555,75,120
2,555,120,120
31,74,88,24
2,74,24,24
31,555,88,24
2,3,88,88
2,145,120,75
2,3,75,120
2,3,88,120
31,74,75,75
45,145,88,88
2,555,120,88
31,555,24,75
31,555,88,75
31,74,24,24
31,74,24,88
31,555,24,24
2,145,75,120
45,3,24,75
45,3,88,24
2,74,120,88
31,3,75,24
2,3,75,75
2,145,75,120
45,145,88,120
31,145,75,24
45,555,120,75
45,145,88,75
2,555,75,120
2,145,75,120
2,145,24,24
31,74,120,120
45,145,120,24
31,555,75,88
2,555,75,88
31,74,75,75
2,74,120,75
2,3,88,88
2,3,120,120
31,555,75,24
2,555,120,120
31,74,75,75
2,3,120,88
31,555,24,24
2,3,88,75
31,3,88,24
31,145,75,24
31,145,75,75
45,145,120,88
2,145,120,120
45,3,75,88
31,145,88,24
31,3,88,88
2,3,75,120
2,74,88,120
31,555,75,75
31,3,75,88
31,3,75,24
2,555,120,75
2,3,75,120
45,3,120,24
31,3,24,24
31,3,24,75
31,74,88,75
31,555,88,24
45,145,24,24
31,74,88,88
2,145,75,120
45,3,88,88
45,145,88,88
31,74,88,75
31,145,88,88
31,74,120,75
31,3,75,88
45,74,24,88
31,3,24,75
2,145,75,88
31,145,24,24
31,145,24,120
31,555,120,75
31,74,88,88
2,145,24,120
2,145,24,120
2,555,75,120
2,3,88,120
2,145,88,120
31,145,88,75
31,3,120,120
2,555,75,75
2,145,75,120
2,145,120,88
31,555,24,75
45,145,88,120
2,3,88,24
2,555,120,120
2,555,120,24
31,145,24,24
31,555,24,24
31,3,24,24
45,3,120,24
45,145,24,88
31,555,75,24
31,145,75,88
31,3,75,75
45,3,24,88
45,3,24,120
45,145,88,88
2,145,120,88
2,145,88,88
45,3,24,75
31,3,75,88
2,3,88,75
2,74,88,88
2,3,120,24
31,555,75,88
31,3,88,75
31,145,75,24
45,3,120,88
2,3,88,75
2,145,120,88
31,555,88,88
31,145,75,75
2,3,75,88
45,74,120,120
31,74,24,24
45,145,24,120
2,145,88,88
31,145,88,24
31,3,88,88
31,145,75,24
45,145,88,120
31,3,75,24
2,3,120,120
45,145,24,88
31,145,24,75
2,145,24,120
31,145,24,24
2,145,88,88
45,3,24,24
31,74,24,24
2,145,120,120
31,555,24,75
31,3,75,75
45,555,88,120
31,555,75,24
31,555,24,120
31,145,24,88
31,145,24,120
2,74,88,120
2,74,120,24
2,3,24,120
2,145,120,120
2,74,75,75
2,145,75,120
31,74,24,24
31,145,24,88
2,3,88,120
31,74,120,75
31,74,120,75
31,555,120,24
45,3,88,75
2,555,120,75
31,145,24,24
45,145,24,88
31,3,75,75
31,145,75,88
2,555,75,88
2,145,75,88
2,145,120,75
45,74,120,88
2,145,120,120
2,555,120,120
31,555,88,88
31,74,120,88
2,145,24,88
2,145,120,75
2,3,120,75
45,145,88,24
31,3,75,24
2,74,120,75
45,3,75,24
45,3,88,120
2,3,88,88
31,555,24,75
2,555,88,88
2,3,75,24
2,145,24,75
31,555,24,24
31,3,24,88
31,145,120,24
31,74,120,88
2,74,88,75
45,3,88,88
45,145,88,88
45,3,88,88
2,145,120,120
31,74,120,24
31,3,24,88
31,555,24,75
45,3,24,88
2,555,75,120
31,555,88,88
45,555,88,120
2,555,88,120
2,3,88,88
45,145,75,24
2,145,24,88
2,3,120,75
2,74,75,88
2,555,88,120
45,145,88,24
31,555,24,75
45,3,24,120
31,74,24,24
31,3,75,24
31,555,24,24
45,3,120,88
31,555,24,24
2,74,120,88
2,3,88,75
45,145,88,88
45,3,120,24
2,145,120,120
31,74,75,120
31,3,24,88
31,555,75,88
45,145,75,75
45,3,88,75
31,555,24,24
31,74,120,75
31,74,75,88
2,555,120,120
45,3,75,75
31,74,88,75
2,3,120,88
31,74,24,75
31,555,88,24
45,3,24,88
2,3,120,120
45,555,75,88
31,3,120,75
31,3,24,24
2,3,75,120
45,145,75,88
45,74,88,24
31,145,75,24
45,3,88,88
45,145,75,24
45,3,88,88
2,555,88,88
2,555,88,120
2,3,88,120
45,3,88,75
2,555,120,75
31,555,24,75
31,145,88,120
31,74,88,24
31,555,24,24
2,145,120,88
31,74,75,75
31,3,75,75
31,555,88,88
31,74,24,24
31,145,88,75
2,555,24,88
2,145,120,120
45,145,88,120
2,3,88,24
31,3,24,88
45,3,88,75
2,3,120,24
2,3,75,120
31,145,88,88
31,74,120,88
31,74,24,75
45,145,120,88
2,145,88,88
31,555,120,88
45,145,24,88
45,555,75,75
45,3,120,120
45,145,88,120
31,74,88,24
2,3,120,120
31,3,120,120
31,74,75,120
2,74,120,120
31,74,88,120
31,74,24,75
2,145,88,24
2,145,88,88
2,3,24,88
31,555,88,75
31,555,75,75
31,555,75,75
45,145,75,120
45,145,88,88
31,145,75,24
2,145,120,75
2,145,88,75
2,3,120,75
31,3,24,75
31,555,120,75
45,555,75,88
31,555,75,24
2,145,120,75
31,555,75,75
31,145,24,75
2,3,24,120
45,145,75,88
2,3,88,75
31,74,88,24
2,555,88,88
31,74,75,75
31,145,88,24
31,3,88,88
2,555,24,120
45,145,75,88
45,74,88,24
31,145,75,120
45,3,120,24
31,555,120,24
45,145,24,88
31,74,24,24
45,3,88,88
31,145,120,88
2,555,88,120
45,3,88,75
2,145,88,120
31,555,24,88
31,3,75,88
31,3,75,24
2,74,75,88
31,74,88,75
31,555,24,24
2,145,120,120
31,74,120,75
2,74,88,88
2,74,120,120
31,555,75,88
45,555,120,120
2,3,88,75
31,555,24,88
45,3,75,120
45,145,120,24
31,555,120,88
31,555,24,88
2,3,120,120
45,555,120,120
45,3,24,120
2,145,120,75
2,145,75,120
2,145,75,120
31,555,75,24
45,3,88,75
2,145,24,88
2,74,120,88
31,74,24,24
2,555,75,88
31,74,24,75
2,145,75,88
2,3,75,88
2,555,75,75
2,145,120,120
45,74,24,75
2,145,120,120
2,145,120,88
2,145,75,120
45,145,88,24
45,3,75,88
31,145,24,24
2,74,120,75
31,3,88,88
2,74,120,75
2,3,75,120
2,3,88,75
31,74,75,88
31,145,75,88
31,145,75,24
2,3,88,120
45,555,88,88
2,3,75,120
2,3,120,75
31,555,88,24
31,555,24,88
31,74,120,75
2,74,75,120
45,74,24,88
2,145,120,88
31,145,75,24
31,145,120,24
45,555,24,24
31,74,24,24
2,145,120,120
2,74,120,120
31,145,88,75
31,74,120,75
2,145,24,24
2,145,88,75
31,145,24,88
2,145,88,120
45,3,24,88
31,555,24,88
31,3,120,88
31,555,24,75
31,145,24,75
2,555,120,120
2,555,120,24
2,74,120,120
45,555,88,88
31,145,88,75
45,3,88,88
2,555,24,88
31,145,24,120
2,3,120,88
2,145,24,75
31,3,24,24
2,3,120,88
31,555,24,24
31,145,120,75
31,3,88,24
31,555,75,75
31,74,88,75
45,3,88,120
31,555,88,120
2,555,88,75
2,145,120,75
31,3,24,120
45,3,24,88
31,3,88,75
45,145,120,88
2,145,120,88
2,555,24,88
31,74,24,88
2,3,88,24
2,74,120,88
31,145,88,24
31,74,24,75
31,555,24,75
2,74,75,24
2,145,88,88
31,3,88,75
45,145,75,120
31,145,75,75
31,555,24,24
45,555,88,120
2,145,75,120
45,3,75,88
2,555,120,75
2,3,120,88
2,555,88,120
2,145,24,75
2,145,120,75
2,74,88,24
45,145,88,88
31,145,75,75
2,3,24,120
2,74,88,88
31,74,75,75
2,74,120,120
31,555,24,24
31,555,24,120
2,3,88,75
31,145,24,75
45,145,24,75
2,3,120,75
2,555,88,24
31,145,24,24
2,3,120,88
