A,B,C_star
20,3,
13,24,1.0
18,14,100.0
13,3,1.0
20,3,1.0
20,14,100.0
13,3,1.0
20,24,1.0
20,3,1.0
20,14,1.0
20,3,1.0
20,24,1.0
20,24,1.0
18,98,100.0
2,98,1.0
20,24,100.0
20,24,100.0
18,14,1.0
2,24,100.0
13,3,1.0
20,24,100.0
18,14,1.0
13,24,100.0
18,3,1.0
20,98,100.0
18,98,100.0
20,24,100.0
20,98,
20,14,1.0
20,24,1.0
20,14,1.0
18,3,1.0
18,14,100.0
2,14,1.0
18,24,1.0
2,14,100.0
18,24,1.0
20,98,
13,98,1.0
18,3,100.0
2,24,1.0
18,14,1.0
18,3,1.0
2,14,1.0
18,24,1.0
13,3,100.0
18,14,100.0
20,24,1.0
20,3,1.0
20,3,1.0
13,3,100.0
20,3,1.0
18,14,1.0
2,24,100.0
20,3,100.0
20,98,1.0
13,24,100.0
20,24,100.0
13,24,1.0
2,3,1.0
18,14,1.0
20,3,1.0
20,3,100.0
20,24,100.0
20,24,1.0
13,24,
2,98,1.0
18,3,100.0
2,24,100.0
18,3,1.0
20,24,
20,98,100.0
20,14,1.0
2,3,1.0
20,3,1.0
2,3,1.0
18,3,1.0
2,3,100.0
2,24,100.0
20,24,1.0
18,24,1.0
13,98,100.0
2,98,1.0
20,98,100.0
13,14,100.0
20,3,1.0
20,3,1.0
2,98,1.0
2,98,100.0
20,24,1.0
20,24,
20,3,1.0
2,98,1.0
13,3,100.0
2,3,1.0
18,14,1.0
20,14,1.0
18,3,
20,3,100.0
20,3,100.0
18,3,
18,3,100.0
18,3,100.0
18,3,1.0
20,14,100.0
18,3,1.0
18,24,1.0
18,24,1.0
18,24,100.0
20,3,1.0
20,98,1.0
18,24,100.0
18,3,
20,3,1.0
13,98,1.0
20,98,1.0
13,3,1.0
20,3,1.0
13,14,1.0
13,98,1.0
20,24,1.0
20,14,100.0
20,14,1.0
13,24,1.0
20,14,1.0
20,3,1.0
20,14,1.0
18,98,
20,3,100.0
18,24,1.0
20,3,
2,98,
18,14,100.0
2,3,100.0
18,98,100.0
2,98,1.0
13,14,1.0
18,98,100.0
13,14,
2,14,1.0
20,98,100.0
18,3,1.0
2,3,100.0
20,3,100.0
20,24,100.0
20,98,1.0
20,24,1.0
20,24,1.0
20,14,1.0
2,14,1.0
20,24,1.0
18,24,100.0
18,98,100.0
20,3,100.0
18,24,1.0
13,3,100.0
2,98,1.0
18,14,1.0
20,24,1.0
20,98,100.0
18,3,1.0
2,3,
18,98,100.0
18,14,
20,3,1.0
18,24,1.0
2,24,1.0
2,3,1.0
2,3,1.0
13,3,
18,14,1.0
20,14,1.0
18,98,1.0
20,3,1.0
2,24,100.0
2,14,1.0
20,24,
2,14,1.0
13,3,100.0
2,3,100.0
20,3,1.0
18,24,1.0
20,14,
20,24,1.0
18,14,100.0
18,3,100.0
13,98,1.0
20,24,1.0
2,24,1.0
20,24,1.0
20,14,1.0
20,24,1.0
2,3,100.0
18,98,1.0
18,98,1.0
20,98,1.0
20,3,1.0
13,3,100.0
18,98,1.0
18,98,100.0
13,98,1.0
20,98,1.0
20,3,1.0
20,24,
20,3,100.0
20,98,100.0
2,3,1.0
2,3,1.0
18,98,1.0
20,24,1.0
18,24,100.0
2,98,1.0
20,3,1.0
18,3,1.0
20,3,
18,24,100.0
2,24,1.0
20,24,100.0
18,98,1.0
18,3,1.0
13,14,1.0
18,14,1.0
18,98,1.0
20,3,100.0
2,3,1.0
20,98,1.0
18,14,100.0
20,24,100.0
18,3,1.0
20,3,100.0
20,98,
2,14,1.0
2,3,1.0
18,98,100.0
20,98,1.0
2,14,1.0
20,14,100.0
13,3,1.0
20,24,1.0
18,24,100.0
20,14,100.0
13,24,
13,3,
13,24,1.0
13,14,1.0
18,24,1.0
18,14,100.0
20,3,1.0
20,14,1.0
18,3,100.0
13,14,1.0
20,24,1.0
2,24,1.0
2,24,1.0
13,98,1.0
20,98,100.0
13,24,1.0
2,24,100.0
2,98,1.0
18,24,1.0
13,3,1.0
18,24,
18,3,
20,24,100.0
18,14,1.0
20,3,100.0
18,14,1.0
18,3,1.0
20,14,100.0
20,98,1.0
13,14,1.0
2,3,
2,3,1.0
2,24,1.0
13,24,1.0
20,3,1.0
20,14,100.0
13,24,1.0
2,3,
13,98,1.0
2,98,1.0
13,24,1.0
20,98,1.0
2,24,
20,98,1.0
18,24,1.0
13,14,100.0
2,98,1.0
20,24,100.0
18,24,1.0
20,98,
20,14,1.0
20,24,100.0
18,98,1.0
13,24,1.0
20,14,1.0
13,24,1.0
18,24,1.0
18,3,100.0
20,14,1.0
18,3,1.0
13,98,100.0
2,98,1.0
13,3,1.0
20,24,1.0
20,24,100.0
2,3,1.0
13,24,100.0
2,98,1.0
18,98,1.0
18,24,1.0
20,24,1.0
2,3,1.0
18,24,1.0
2,98,1.0
20,98,100.0
2,14,1.0
2,24,
20,98,100.0
13,24,1.0
18,3,1.0
13,3,100.0
20,14,1.0
18,98,1.0
20,24,100.0
13,24,1.0
20,3,1.0
20,3,1.0
20,98,1.0
18,24,100.0
20,24,100.0
18,98,1.0
13,3,1.0
20,3,1.0
2,24,1.0
20,98,100.0
2,98,1.0
2,24,
18,98,1.0
20,98,100.0
2,14,1.0
18,14,1.0
20,98,
18,24,100.0
20,14,
20,14,100.0
2,3,1.0
2,3,1.0
20,14,1.0
2,14,1.0
20,3,1.0
2,24,1.0
20,14,1.0
18,98,1.0
20,3,1.0
2,3,1.0
13,14,1.0
20,14,100.0
13,14,100.0
2,24,1.0
2,98,100.0
13,98,1.0
13,98,1.0
20,14,100.0
2,24,1.0
13,3,
13,14,1.0
18,3,1.0
2,14,100.0
2,24,1.0
2,98,1.0
13,3,1.0
2,3,
18,3,1.0
13,24,100.0
13,24,1.0
13,98,1.0
2,3,100.0
18,3,1.0
18,3,1.0
18,24,1.0
13,98,100.0
13,24,100.0
20,24,1.0
13,3,100.0
20,3,100.0
20,14,1.0
13,98,100.0
18,14,1.0
18,3,100.0
2,3,1.0
2,14,1.0
18,98,100.0
2,24,100.0
2,3,1.0
18,24,
13,98,1.0
18,14,1.0
2,3,1.0
13,3,1.0
2,3,100.0
13,3,100.0
13,3,100.0
18,3,1.0
13,3,1.0
18,98,1.0
13,14,1.0
13,3,
13,98,1.0
13,14,1.0
20,3,
13,3,100.0
18,24,
13,24,1.0
13,3,1.0
18,3,1.0
13,3,1.0
13,14,
18,98,1.0
2,14,1.0
18,3,1.0
2,14,1.0
2,3,1.0
2,3,
18,3,1.0
2,24,1.0
13,98,1.0
18,3,1.0
18,24,100.0
18,3,
20,14,1.0
2,3,1.0
13,24,1.0
13,24,100.0
13,3,1.0
18,3,1.0
18,98,1.0
18,14,1.0
2,3,100.0
18,3,1.0
18,24,1.0
13,14,1.0
13,98,
18,24,1.0
2,24,1.0
20,24,1.0
20,98,
20,3,1.0
13,14,1.0
13,98,100.0
18,14,
18,98,1.0
2,14,1.0
18,24,1.0
18,14,1.0
2,24,1.0
20,98,1.0
13,3,1.0
18,24,100.0
20,14,1.0
18,24,100.0
13,3,1.0
20,3,1.0
18,98,100.0
20,98,100.0
2,24,1.0
20,3,
13,14,
18,14,1.0
18,3,1.0
18,98,1.0
18,24,1.0
18,98,1.0
18,3,100.0
18,24,100.0
2,24,1.0
13,24,1.0
13,98,
20,24,1.0
13,3,1.0
2,24,100.0
18,3,100.0
18,98,100.0
2,24,1.0
20,98,1.0
13,98,100.0
18,24,
18,98,1.0
2,24,1.0
18,3,1.0
18,3,1.0
13,24,1.0
18,3,1.0
20,24,1.0
2,3,
2,98,100.0
13,14,1.0
2,98,
13,3,100.0
13,14,1.0
20,3,100.0
20,14,1.0
20,14,1.0
13,24,1.0
18,98,100.0
20,24,100.0
2,3,1.0
13,98,1.0
18,24,100.0
13,24,1.0
18,98,1.0
20,3,1.0
2,14,100.0
20,24,1.0
2,14,1.0
2,14,1.0
20,3,1.0
13,24,1.0
2,98,1.0
20,14,
2,3,1.0
18,3,1.0
18,3,100.0
13,24,100.0
18,98,100.0
2,3,1.0
18,14,1.0
2,3,100.0
18,3,1.0
20,3,1.0
2,24,
18,3,1.0
18,3,1.0
13,14,100.0
20,14,1.0
20,24,100.0
18,24,1.0
2,24,1.0
18,3,1.0
2,3,100.0
20,14,1.0
20,98,1.0
18,3,1.0
2,3,100.0
18,24,1.0
2,3,100.0
18,14,1.0
13,14,100.0
18,24,1.0
2,3,1.0
2,3,1.0
18,98,1.0
18,98,1.0
18,3,1.0
18,3,1.0
18,24,1.0
13,98,1.0
18,3,1.0
2,24,100.0
13,98,
20,24,1.0
18,3,100.0
18,24,1.0
20,98,1.0
18,24,
18,24,1.0
2,98,100.0
2,24,1.0
18,3,1.0
2,24,1.0
20,98,1.0
18,14,100.0
20,24,1.0
13,24,1.0
20,98,1.0
2,3,100.0
2,24,1.0
20,14,1.0
13,98,
18,98,
18,24,1.0
20,14,1.0
18,98,1.0
20,3,1.0
18,24,1.0
20,24,100.0
2,24,1.0
18,3,1.0
20,3,1.0
18,24,100.0
20,3,1.0
18,24,1.0
18,24,100.0
2,24,1.0
20,24,100.0
2,24,100.0
2,3,1.0
2,14,100.0
20,14,1.0
20,24,1.0
18,98,100.0
18,3,100.0
13,24,100.0
18,98,100.0
2,14,1.0
2,3,1.0
13,14,1.0
20,3,1.0
18,24,1.0
20,98,1.0
18,98,100.0
20,14,1.0
18,98,100.0
18,3,
2,3,1.0
2,98,100.0
13,24,100.0
2,98,1.0
2,14,1.0
2,3,100.0
2,3,100.0
18,24,100.0
2,98,100.0
18,3,1.0
18,3,1.0
18,24,1.0
20,24,1.0
13,24,
18,14,1.0
20,14,1.0
18,3,100.0
18,14,1.0
13,24,1.0
2,3,
2,24,100.0
18,24,
20,14,1.0
18,3,100.0
2,3,1.0
2,24,100.0
18,24,100.0
2,24,100.0
13,3,
2,24,1.0
20,14,1.0
2,3,100.0
18,24,1.0
18,14,1.0
13,3,1.0
2,98,1.0
18,24,1.0
20,3,1.0
18,98,100.0
2,3,1.0
13,24,100.0
2,98,1.0
18,98,100.0
20,24,1.0
18,3,100.0
18,3,
18,98,100.0
20,14,1.0
20,14,1.0
18,98,100.0
20,14,1.0
20,24,100.0
13,3,100.0
18,24,100.0
2,3,100.0
18,98,
2,24,1.0
20,24,1.0
18,98,1.0
18,24,1.0
18,24,1.0
18,14,1.0
20,98,100.0
20,14,1.0
2,3,100.0
18,24,1.0
13,24,1.0
18,14,1.0
18,98,100.0
18,14,100.0
18,24,1.0
13,14,1.0
18,3,100.0
13,24,1.0
2,3,100.0
18,14,100.0
13,24,1.0
2,24,
18,3,1.0
20,3,1.0
13,98,
13,24,1.0
18,98,1.0
20,14,1.0
18,24,100.0
13,14,100.0
20,3,1.0
18,14,100.0
18,24,1.0
20,3,1.0
13,14,
13,24,100.0
13,14,100.0
13,24,1.0
2,14,
2,3,100.0
18,14,1.0
18,24,100.0
20,98,1.0
20,14,100.0
18,98,
2,98,1.0
13,14,
18,3,100.0
13,3,100.0
13,24,1.0
20,24,1.0
13,14,1.0
13,98,
18,24,1.0
20,3,1.0
18,14,1.0
18,98,
2,14,100.0
20,98,1.0
18,24,1.0
20,24,100.0
20,14,1.0
13,3,1.0
18,98,
2,14,1.0
18,14,1.0
18,98,100.0
20,98,1.0
20,24,1.0
20,24,1.0
13,3,1.0
20,24,1.0
18,98,1.0
13,24,1.0
18,3,1.0
20,98,100.0
2,3,100.0
13,24,100.0
13,24,1.0
18,24,100.0
20,14,1.0
20,14,1.0
13,14,100.0
18,98,1.0
20,98,1.0
18,24,100.0
18,98,1.0
18,24,
20,14,100.0
2,3,100.0
20,98,1.0
2,24,1.0
20,98,1.0
13,3,1.0
2,24,1.0
20,3,1.0
13,24,100.0
18,24,1.0
2,3,100.0
20,14,100.0
18,24,1.0
13,24,1.0
13,14,1.0
18,24,1.0
20,14,100.0
18,3,1.0
18,24,1.0
18,24,1.0
20,98,1.0
20,3,1.0
20,3,1.0
13,14,100.0
18,24,1.0
20,24,100.0
13,98,1.0
20,3,1.0
18,24,
2,3,1.0
18,24,1.0
13,3,100.0
18,98,100.0
13,3,100.0
18,24,100.0
18,24,1.0
20,14,1.0
18,98,1.0
2,98,
18,14,100.0
20,3,
18,24,1.0
18,24,1.0
18,24,1.0
18,3,1.0
18,3,1.0
2,98,1.0
20,3,1.0
18,14,100.0
13,24,1.0
18,98,1.0
20,24,1.0
13,3,1.0
13,24,1.0
18,98,1.0
18,14,1.0
18,3,1.0
18,98,
20,14,100.0
2,14,100.0
18,3,1.0
20,24,
18,3,1.0
13,14,1.0
2,24,1.0
20,3,1.0
13,3,1.0
18,98,1.0
18,3,1.0
20,98,1.0
20,14,100.0
20,98,1.0
13,3,100.0
20,3,100.0
20,24,1.0
18,3,100.0
20,3,100.0
20,24,1.0
2,24,1.0
2,3,
20,3,1.0
20,24,
18,14,100.0
2,3,1.0
20,24,100.0
13,24,1.0
2,3,1.0
18,14,1.0
2,98,1.0
13,3,100.0
18,3,1.0
18,14,1.0
20,3,1.0
2,14,1.0
2,3,1.0
2,3,1.0
18,3,1.0
20,14,1.0
2,98,
18,3,
20,14,100.0
20,24,1.0
20,3,1.0
2,14,1.0
18,3,1.0
2,3,1.0
2,24,100.0
18,24,1.0
20,3,1.0
20,98,
20,3,1.0
18,98,1.0
2,24,100.0
20,24,100.0
18,24,1.0
20,3,1.0
18,3,1.0
18,24,1.0
13,3,1.0
20,3,1.0
20,14,1.0
20,98,1.0
18,3,
20,3,1.0
18,24,1.0
20,14,1.0
13,98,
18,3,100.0
20,14,1.0
20,14,1.0
20,24,100.0
13,14,1.0
2,14,100.0
13,3,1.0
20,24,1.0
20,14,100.0
18,98,1.0
20,3,100.0
2,24,100.0
13,3,1.0
20,24,1.0
18,24,1.0
18,24,1.0
20,3,1.0
2,14,1.0
20,14,100.0
2,24,1.0
2,3,100.0
2,24,100.0
20,3,1.0
18,14,100.0
13,3,100.0
20,24,100.0
2,3,1.0
20,98,100.0
20,98,1.0
18,24,1.0
13,24,1.0
20,14,1.0
20,24,1.0
18,14,1.0
18,14,1.0
2,3,100.0
18,24,1.0
18,3,1.0
20,24,1.0
18,14,1.0
13,24,1.0
20,3,1.0
18,98,1.0
13,24,100.0
20,3,
20,3,1.0
13,98,100.0
18,3,1.0
18,98,1.0
20,98,100.0
13,24,1.0
2,98,100.0
2,98,1.0
18,98,
18,24,
18,14,1.0
20,3,1.0
18,3,
2,24,
18,3,1.0
18,24,100.0
18,24,1.0
18,98,100.0
2,3,100.0
13,98,100.0
13,3,1.0
13,24,100.0
13,3,100.0
18,98,1.0
20,98,1.0
20,98,100.0
20,14,1.0
18,3,1.0
20,24,1.0
18,24,100.0
2,98,100.0
20,98,1.0
18,98,1.0
20,3,1.0
2,24,1.0
20,14,100.0
20,24,1.0
20,24,1.0
13,3,1.0
18,3,1.0
13,3,1.0
20,98,1.0
18,14,100.0
20,3,1.0
13,98,100.0
2,98,100.0
20,14,1.0
13,14,1.0
2,24,
13,98,
20,3,1.0
13,98,100.0
2,24,100.0
13,24,1.0
2,98,1.0
20,98,1.0
18,14,100.0
20,24,100.0
20,24,100.0
2,24,
20,24,
2,3,100.0
20,24,1.0
2,3,1.0
2,3,100.0
18,3,1.0
20,3,100.0
18,14,1.0
20,3,1.0
13,3,1.0
2,98,1.0
18,3,1.0
20,24,1.0
2,3,100.0
20,14,1.0
18,14,100.0
2,24,100.0
2,14,1.0
20,98,100.0
20,3,1.0
20,24,1.0
13,98,1.0
2,98,1.0
20,98,
13,98,100.0
2,98,1.0
18,3,1.0
20,3,100.0
20,98,
18,14,1.0
2,14,1.0
20,24,1.0
18,3,1.0
20,98,1.0
20,3,1.0
18,98,1.0
20,24,1.0
2,14,1.0
13,3,1.0
13,14,1.0
20,3,1.0
18,14,1.0
13,24,
18,3,1.0
18,3,1.0
20,24,1.0
2,3,100.0
13,24,1.0
13,98,100.0
18,24,100.0
20,24,1.0
2,3,1.0
18,24,1.0
18,3,
2,24,1.0
2,14,1.0
20,14,100.0
20,3,1.0
13,14,1.0
2,14,1.0
20,3,
20,14,1.0
20,98,100.0
18,14,100.0
18,98,1.0
2,98,100.0
2,98,1.0
2,14,100.0
2,24,1.0
2,3,1.0
2,24,1.0
20,24,1.0
18,98,1.0
13,24,
2,98,
18,14,
18,14,1.0
20,3,100.0
2,98,1.0
2,98,1.0
2,24,1.0
18,3,1.0
20,14,1.0
13,98,1.0
18,24,
18,24,1.0
2,98,
2,98,1.0
2,3,1.0
2,14,100.0
13,24,1.0
18,3,1.0
13,3,100.0
13,98,1.0
13,24,1.0
18,24,1.0
20,14,
18,3,1.0
20,98,100.0
13,3,1.0
20,24,1.0
13,98,1.0
18,14,100.0
20,24,1.0
18,3,1.0
20,3,
2,3,1.0
20,98,1.0
2,3,
20,3,100.0
2,98,1.0
20,24,1.0
20,98,100.0
18,3,100.0
20,98,1.0
20,24,
13,98,
20,98,100.0
20,24,100.0
18,14,
13,98,1.0
2,14,1.0
20,3,
2,3,1.0
20,3,100.0
20,24,1.0
20,24,100.0
20,24,1.0
13,14,1.0
20,98,100.0
18,3,1.0
20,14,1.0
13,24,1.0
13,98,1.0
2,3,1.0
13,98,100.0
18,98,1.0
13,3,100.0
20,3,1.0
2,3,1.0
2,3,1.0
2,24,
18,98,1.0
2,24,1.0
13,14,1.0
18,14,1.0
20,98,100.0
2,24,
2,24,1.0
2,3,1.0
18,3,
13,3,100.0
18,14,1.0
18,24,
18,98,100.0
2,14,1.0
20,3,1.0
20,98,100.0
2,98,1.0
20,24,
2,24,1.0
20,98,1.0
13,14,1.0
18,3,1.0
20,24,1.0
2,3,100.0
20,3,1.0
20,24,1.0
2,14,
18,3,1.0
2,98,1.0
20,14,1.0
18,14,1.0
20,24,1.0
2,24,100.0
13,14,100.0
2,3,100.0
18,3,100.0
18,98,
13,3,1.0
2,3,100.0
18,24,1.0
18,98,1.0
18,3,1.0
18,14,1.0
13,24,1.0
18,14,1.0
18,3,1.0
2,24,100.0
20,24,100.0
13,24,1.0
18,98,1.0
13,3,
13,3,100.0
2,14,100.0
18,3,1.0
20,3,1.0
18,24,
20,3,100.0
18,24,100.0
20,3,100.0
13,24,1.0
13,14,1.0
13,3,1.0
20,14,100.0
18,24,1.0
20,3,1.0
13,3,
20,24,100.0
20,14,1.0
20,14,1.0
18,24,100.0
2,14,1.0
20,98,1.0
20,24,100.0
18,24,
18,14,1.0
20,24,100.0
13,98,1.0
20,14,100.0
2,14,100.0
18,3,1.0
2,24,1.0
13,3,100.0
2,24,1.0
18,3,1.0
18,98,1.0
18,3,100.0
18,3,1.0
20,98,1.0
18,24,1.0
20,3,
20,98,
18,14,
2,14,1.0
18,3,100.0
2,14,1.0
2,24,1.0
18,14,100.0
20,98,100.0
18,3,1.0
20,24,1.0
13,24,100.0
2,3,1.0
18,98,1.0
20,14,1.0
18,24,1.0
20,3,100.0
2,24,1.0
18,24,
2,14,100.0
2,3,
18,24,100.0
20,24,100.0
20,14,1.0
2,98,100.0
18,98,1.0
20,98,100.0
18,98,1.0
18,24,1.0
18,24,1.0
13,14,1.0
2,3,1.0
18,98,1.0
20,98,1.0
2,98,100.0
20,98,100.0
13,14,1.0
20,98,1.0
18,24,100.0
20,3,1.0
2,98,100.0
13,24,1.0
2,3,100.0
13,24,1.0
2,98,1.0
18,3,1.0
2,3,100.0
20,3,1.0
13,24,1.0
20,98,100.0
18,14,100.0
20,24,100.0
20,3,1.0
13,3,100.0
20,14,1.0
13,98,1.0
20,14,1.0
18,3,1.0
2,3,1.0
20,3,1.0
13,3,1.0
20,98,
2,24,1.0
13,3,1.0
20,3,1.0
20,3,100.0
2,3,1.0
13,3,1.0
18,14,1.0
13,24,1.0
2,24,1.0
20,24,100.0
18,98,100.0
13,98,100.0
20,24,100.0
20,14,1.0
13,98,1.0
2,14,1.0
13,98,100.0
18,24,100.0
18,98,100.0
2,14,1.0
13,24,1.0
20,24,1.0
20,14,
13,3,100.0
2,14,1.0
2,24,100.0
2,98,
13,24,
13,24,1.0
13,24,
18,98,1.0
18,14,1.0
2,98,1.0
20,14,1.0
20,14,1.0
18,3,1.0
20,24,100.0
13,24,1.0
20,24,1.0
13,98,1.0
20,98,1.0
20,3,
18,98,100.0
13,3,1.0
13,14,
20,3,1.0
18,98,
2,98,
2,24,1.0
13,24,1.0
2,24,
20,98,1.0
13,3,1.0
13,3,100.0
13,14,100.0
18,3,1.0
20,98,100.0
2,3,1.0
20,98,100.0
18,24,1.0
2,24,100.0
20,14,100.0
13,24,100.0
18,3,1.0
13,98,100.0
2,24,1.0
20,3,1.0
20,98,
13,14,100.0
13,98,
18,14,1.0
20,24,1.0
18,14,1.0
2,98,100.0
20,3,1.0
20,3,1.0
20,14,1.0
18,3,1.0
13,14,1.0
18,98,1.0
18,3,1.0
13,3,100.0
18,98,100.0
18,3,1.0
2,24,1.0
18,14,100.0
2,98,1.0
13,24,1.0
18,14,1.0
2,24,100.0
13,14,1.0
13,14,1.0
18,24,1.0
18,3,100.0
20,98,100.0
20,24,1.0
20,24,1.0
18,3,
18,98,1.0
2,14,100.0
18,98,1.0
20,24,100.0
18,24,1.0
2,98,1.0
13,3,100.0
2,24,1.0
18,3,1.0
18,3,1.0
20,3,1.0
18,98,100.0
20,3,1.0
18,24,
18,98,100.0
18,14,1.0
13,24,100.0
13,24,100.0
18,14,100.0
18,3,100.0
20,24,1.0
20,14,1.0
18,98,100.0
18,3,100.0
2,14,1.0
18,98,1.0
13,98,1.0
20,14,1.0
20,98,
13,14,100.0
2,14,100.0
20,24,1.0
13,14,100.0
20,98,100.0
2,24,1.0
20,14,1.0
20,3,
18,3,1.0
18,3,1.0
18,14,100.0
18,3,1.0
18,14,100.0
20,3,100.0
18,98,
2,24,1.0
20,14,1.0
20,98,
20,24,100.0
18,3,100.0
20,98,100.0
18,14,1.0
2,3,1.0
13,24,1.0
20,3,1.0
20,24,
2,98,
20,98,1.0
20,24,100.0
2,14,1.0
20,98,100.0
2,24,1.0
2,14,1.0
20,98,1.0
13,24,100.0
2,14,100.0
20,14,1.0
13,98,1.0
13,14,1.0
2,98,
18,24,1.0
18,3,100.0
18,14,
2,98,1.0
20,24,1.0
13,3,1.0
20,98,1.0
2,14,100.0
18,14,1.0
20,24,100.0
18,3,1.0
13,14,1.0
20,98,1.0
13,24,1.0
20,24,1.0
2,24,1.0
2,24,1.0
20,14,
18,14,1.0
18,98,
18,24,100.0
18,24,1.0
18,3,1.0
20,14,
2,24,1.0
18,14,1.0
20,24,1.0
20,14,100.0
13,98,1.0
18,3,1.0
20,3,1.0
18,3,100.0
13,3,1.0
18,14,1.0
20,3,1.0
2,14,1.0
18,14,1.0
13,24,1.0
13,3,1.0
2,14,1.0
13,3,1.0
20,14,1.0
18,98,1.0
18,98,1.0
2,3,100.0
2,3,1.0
18,14,100.0
20,24,1.0
13,3,100.0
2,3,100.0
2,3,100.0
18,14,1.0
20,24,1.0
13,98,100.0
2,24,
18,14,1.0
2,98,1.0
18,24,
20,24,100.0
20,98,100.0
20,24,1.0
2,3,100.0
20,24,1.0
13,3,100.0
18,14,100.0
18,3,1.0
18,24,1.0
13,24,100.0
20,98,1.0
13,14,1.0
18,14,100.0
18,14,1.0
20,98,100.0
18,3,
13,14,1.0
20,14,100.0
2,24,1.0
2,14,100.0
20,3,1.0
13,24,1.0
20,14,100.0
13,24,100.0
13,24,1.0
18,3,1.0
13,14,1.0
20,14,1.0
13,3,1.0
13,3,
20,98,100.0
20,24,1.0
18,3,
13,98,1.0
20,98,1.0
2,3,1.0
20,3,1.0
18,24,1.0
20,98,100.0
2,3,1.0
20,24,1.0
18,3,1.0
18,24,100.0
13,3,100.0
20,3,1.0
2,3,
2,24,1.0
20,24,100.0
2,14,1.0
2,3,1.0
20,3,100.0
18,14,1.0
13,24,100.0
20,24,1.0
20,98,100.0
13,24,1.0
2,3,100.0
20,98,100.0
18,3,1.0
18,3,1.0
13,14,100.0
20,98,1.0
20,3,100.0
13,14,1.0
13,14,1.0
13,98,1.0
2,98,1.0
18,98,1.0
18,24,100.0
20,14,100.0
20,24,1.0
13,14,1.0
2,3,100.0
13,3,1.0
20,3,100.0
18,24,1.0
18,3,100.0
2,14,
20,24,1.0
18,14,1.0
13,3,
13,98,1.0
13,3,1.0
20,24,100.0
2,98,1.0
2,14,1.0
18,3,100.0
18,24,
20,3,100.0
13,24,100.0
2,3,1.0
13,14,1.0
20,3,1.0
18,24,1.0
18,3,1.0
13,3,1.0
18,24,100.0
2,24,1.0
20,24,1.0
18,14,
18,3,1.0
18,3,1.0
18,98,1.0
18,98,1.0
18,24,100.0
20,14,1.0
18,3,
20,24,100.0
18,98,
2,24,1.0
20,24,100.0
20,14,
20,3,100.0
13,3,
13,3,
2,98,
18,14,1.0
20,3,1.0
20,24,1.0
20,98,1.0
18,98,100.0
18,14,1.0
13,3,
18,14,1.0
20,14,1.0
18,3,
13,98,1.0
20,14,1.0
2,3,100.0
18,24,1.0
13,14,
20,3,1.0
18,24,1.0
2,24,
20,3,1.0
13,3,1.0
2,14,1.0
18,98,1.0
2,24,1.0
18,3,1.0
18,3,1.0
18,24,1.0
2,98,1.0
2,14,1.0
20,3,1.0
2,24,1.0
13,3,1.0
13,3,100.0
18,14,
18,24,
13,3,100.0
18,24,100.0
20,24,1.0
2,3,1.0
2,24,1.0
18,98,1.0
2,24,100.0
20,24,1.0
20,14,1.0
13,3,1.0
2,98,1.0
18,24,
13,98,100.0
20,98,1.0
20,98,1.0
20,3,
13,14,1.0
20,98,1.0
18,14,
20,14,1.0
20,3,1.0
13,24,1.0
20,14,1.0
13,14,1.0
20,98,1.0
13,14,1.0
20,3,1.0
2,24,100.0
20,24,1.0
18,24,100.0
13,98,1.0
20,24,100.0
18,3,1.0
20,14,1.0
2,3,
20,24,1.0
18,24,1.0
2,98,100.0
20,98,100.0
2,14,100.0
18,3,1.0
18,3,100.0
2,98,1.0
13,3,100.0
18,3,100.0
13,98,100.0
13,98,100.0
20,24,
2,14,100.0
20,3,100.0
2,3,1.0
2,3,1.0
20,3,100.0
18,3,1.0
2,3,100.0
2,3,100.0
20,3,1.0
13,3,100.0
18,3,1.0
20,98,1.0
18,3,
18,3,1.0
18,3,1.0
18,98,100.0
13,3,
18,98,1.0
20,24,1.0
2,14,100.0
18,14,
2,24,1.0
20,3,100.0
18,98,1.0
18,24,100.0
20,24,100.0
18,14,100.0
2,98,1.0
18,24,100.0
13,14,1.0
18,3,1.0
20,24,
13,24,
2,3,100.0
20,14,100.0
2,14,100.0
13,98,100.0
2,98,1.0
20,98,1.0
20,98,1.0
2,24,100.0
13,3,
2,3,100.0
20,3,
13,98,1.0
18,24,1.0
13,14,1.0
2,3,100.0
20,98,1.0
18,24,1.0
2,14,1.0
2,3,1.0
20,3,1.0
20,3,100.0
18,98,100.0
18,98,1.0
13,3,1.0
2,14,1.0
13,3,1.0
20,14,
20,14,
13,98,1.0
13,3,100.0
13,14,1.0
18,24,1.0
13,24,1.0
2,3,1.0
20,3,1.0
2,24,1.0
20,98,1.0
20,14,
13,24,1.0
20,3,100.0
13,98,1.0
18,14,1.0
20,98,1.0
18,24,
20,3,1.0
20,3,1.0
20,98,1.0
18,3,
13,14,100.0
18,98,1.0
13,14,100.0
18,98,
20,98,1.0
20,24,100.0
20,3,1.0
2,24,100.0
13,98,1.0
13,3,100.0
20,14,1.0
13,24,1.0
20,3,1.0
20,14,1.0
18,3,1.0
18,98,1.0
13,98,1.0
2,3,
20,98,100.0
20,24,
20,3,1.0
20,24,1.0
18,14,1.0
20,98,100.0
2,3,1.0
20,24,1.0
20,24,1.0
13,3,100.0
13,3,
18,98,1.0
2,3,
20,14,1.0
13,98,1.0
20,3,100.0
20,24,1.0
