A,B,IB
4,1000000,1
4,1000,0
6,1000000,0
1,10,0
6,100000,0
6,100000,0
2,1000,0
1,10,0
3,1000000,1
6,1000000,0
5,10000,0
6,1000000,1
1,10,0
6,1000000,0
5,1000,0
4,10000,0
5,1000,0
2,1000,0
5,10000,0
3,1000000,0
3,1000000,0
1,1000000,1
3,100000,1
1,10000,1
1,100000,0
3,100000,0
6,1000000,1
5,100,0
6,100000,0
6,1000000,0
3,1000,0
6,1000000,1
4,10,0
6,1000000,0
4,10000,0
6,100000,0
6,1000000,1
4,1000000,0
1,10000,0
6,1000000,1
6,1000000,0
4,10,0
2,1000,0
1,1000000,0
4,10000,1
1,10,0
4,1000,0
6,1000000,0
1,1000,1
3,10,0
5,1000,0
6,1000000,0
6,100000,0
2,1000,0
6,100000,0
1,1000000,1
6,100000,1
2,10000,0
4,1000,0
5,1000,1
6,1000000,0
6,100000,0
1,10,0
6,1000000,0
1,1000,0
2,100,0
3,1000,0
1,1000,1
5,100,0
3,1000,0
3,1000,0
6,1000000,1
4,100000,1
3,100000,0
6,1000000,0
5,10000,0
4,100000,0
3,1000000,1
5,10000,0
6,1000000,0
6,1000000,0
6,100000,0
3,100,0
4,1000,1
6,100000,0
6,1000000,0
6,100000,0
1,1000,0
3,10,1
6,100000,0
4,1000000,1
6,1000000,0
2,10000,0
2,100,0
6,100000,1
4,1000000,1
1,1000000,0
6,100000,0
6,100000,0
3,1000000,0
6,100000,0
1,1000,0
1,10,0
1,1000000,0
6,100000,0
5,1000,0
1,10,0
3,100,1
2,10000,0
6,1000000,0
6,1000000,0
6,100000,0
1,100000,0
6,100000,0
6,100000,0
1,10000,1
3,1000000,1
6,1000000,0
4,10,0
3,10,0
6,1000000,0
3,100,0
4,1000000,1
6,100000,1
1,1000000,0
4,10,1
5,10000,0
1,1000,0
6,100000,1
6,1000000,0
3,100000,0
6,1000000,1
5,1000,0
4,10000,0
4,1000,0
6,100000,0
6,100000,0
3,100,1
6,100000,1
6,100000,1
6,1000000,1
1,1000,0
3,100000,0
6,1000000,0
1,1000,0
6,100000,1
6,100000,0
1,10,1
6,1000000,0
3,10,1
5,10000,0
6,1000000,1
6,100000,0
5,10000,0
6,100000,0
4,1000,0
3,1000,0
1,10,1
3,1000000,1
6,1000000,0
2,10000,0
6,1000000,1
6,100000,1
6,1000000,1
5,1000,1
6,1000000,0
2,1000,0
6,100000,0
1,100000,0
4,10,0
1,100000,1
2,10000,0
1,1000,0
4,1000000,1
3,100000,0
2,1000,0
6,1000000,1
1,10,0
3,1000000,0
1,10,0
2,1000,0
3,10,0
4,10,0
2,10000,0
1,10,0
5,100,0
6,100000,0
6,100000,0
3,1000000,0
3,100,0
4,10000,1
6,100000,0
4,1000000,0
3,100000,1
6,100000,0
1,10,0
4,10,0
6,100000,0
3,1000,0
4,1000,0
6,1000000,0
6,100000,1
2,100,0
6,100000,0
1,1000,0
6,100000,0
6,100000,0
6,100000,1
1,1000,0
1,100000,0
6,1000000,0
6,1000000,1
4,1000000,1
5,10000,0
1,1000,0
3,100,0
3,100,0
5,10000,0
1,100000,0
5,1000,0
6,1000000,0
3,1000,0
2,100,0
3,1000000,1
1,10,0
1,10000,1
2,1000,0
2,10000,0
6,1000000,0
6,1000000,0
6,1000000,0
6,1000000,1
3,10,1
1,1000,0
1,100000,0
3,100,0
5,1000,0
6,1000000,0
2,100,0
6,100000,1
3,10,0
2,10000,0
5,1000,0
2,1000,0
5,1000,0
4,1000,0
1,1000,0
6,1000000,1
6,1000000,0
4,1000,0
6,100000,0
3,1000,0
6,100000,0
3,1000,0
6,1000000,0
6,1000000,1
6,100000,1
3,10,1
6,100000,0
4,10000,1
2,1000,0
6,100000,0
6,100000,0
6,1000000,0
3,10,0
1,1000,0
1,1000,0
1,1000000,1
1,10,0
6,1000000,1
1,10000,1
1,10,0
2,1000,0
3,10,0
6,1000000,0
3,10,0
4,1000,0
2,10000,0
5,100,0
1,1000000,1
1,1000000,1
3,1000000,1
1,10,0
1,1000,0
1,10000,0
5,100,1
4,100000,0
3,100,0
1,10000,0
4,1000000,0
6,100000,0
3,1000,0
4,1000000,0
6,100000,0
6,100000,1
3,10,0
2,1000,0
6,1000000,0
5,1000,0
2,10000,0
2,1000,0
2,1000,0
6,100000,1
6,1000000,0
6,1000000,0
6,1000000,0
2,100,0
6,100000,0
3,100000,1
6,1000000,0
3,100,0
1,100000,0
1,10,0
3,1000,0
3,10,1
1,10,0
1,1000000,0
4,1000,0
1,10000,0
1,10,0
2,100,0
1,1000,0
3,1000000,0
1,100000,0
5,100,0
4,1000,0
1,10000,0
3,1000,0
3,100000,1
3,1000000,1
4,1000000,0
6,1000000,0
1,1000,0
1,1000000,0
3,100,0
3,1000,1
1,10000,0
6,100000,0
6,100000,1
1,10000,0
6,1000000,1
1,1000,0
4,1000000,0
4,1000,1
1,10000,0
6,1000000,0
6,1000000,1
2,1000,0
3,1000,1
6,100000,0
6,1000000,0
1,10,0
3,1000000,0
5,1000,0
1,1000,0
5,1000,0
6,1000000,0
1,1000000,0
6,1000000,0
3,1000000,0
1,1000,0
4,1000,0
4,10,0
2,10000,0
3,100000,0
6,100000,0
6,1000000,0
5,10000,0
3,10,1
1,1000000,0
3,100,1
6,100000,1
6,1000000,0
5,100,0
1,1000000,0
1,1000000,0
4,10,0
6,1000000,0
5,10000,1
6,100000,0
4,1000,0
3,10,0
5,1000,0
6,100000,1
3,1000000,0
6,100000,0
2,1000,0
1,10,1
5,1000,0
4,1000,0
6,1000000,0
1,1000000,0
3,100000,0
6,1000000,1
3,10,0
6,100000,0
6,100000,0
6,100000,0
1,1000,1
2,100,0
4,100000,0
2,1000,0
6,100000,0
1,1000000,1
1,100000,0
6,1000000,1
4,10000,0
1,10,1
4,10,1
1,1000,0
6,1000000,0
5,10000,0
3,100000,1
1,1000000,0
3,1000000,1
2,10000,0
6,1000000,0
3,10,0
2,1000,0
3,10,0
5,100,0
1,1000000,0
3,1000,0
6,100000,0
1,10,0
1,10000,0
6,100000,0
5,10000,0
6,1000000,0
5,1000,0
1,100000,0
6,1000000,0
6,1000000,0
1,10,0
2,1000,0
5,10000,0
4,100000,1
6,100000,1
6,1000000,0
1,10,0
6,1000000,0
4,1000,0
3,1000,0
6,1000000,0
1,1000000,0
1,10,0
5,100,0
3,100,0
3,1000000,0
3,1000,1
2,10000,0
6,1000000,0
6,1000000,0
1,10,0
3,1000,0
5,10000,0
1,10,0
5,10000,0
6,100000,0
1,10,0
5,100,0
3,10,0
3,100,0
1,1000,0
3,1000000,1
6,100000,0
6,100000,0
6,1000000,1
1,10,1
6,100000,0
1,1000,0
5,1000,0
5,100,0
6,100000,1
6,1000000,1
6,100000,1
4,1000,1
3,10,0
6,1000000,1
2,10000,0
3,10,0
1,1000,0
1,1000000,0
6,100000,1
6,100000,1
1,1000000,0
3,1000,0
6,1000000,1
5,1000,0
1,1000000,1
4,1000000,1
2,10000,0
3,100,1
2,100,0
5,10000,0
1,1000,1
1,10,0
2,10000,0
5,100,0
4,1000,0
1,10,1
1,10,0
5,10000,0
6,100000,0
1,10,0
1,1000000,0
2,100,0
5,10000,0
6,1000000,0
1,1000000,0
6,100000,1
3,100,0
5,10000,0
6,1000000,0
2,10000,0
3,1000,0
3,1000000,0
6,100000,0
5,10000,0
3,1000,0
4,10,1
4,10,1
5,10000,0
6,1000000,0
6,1000000,0
1,10,0
6,1000000,0
5,100,0
1,1000,0
5,10000,0
6,1000000,1
3,100,0
2,10000,0
6,100000,0
5,10000,1
3,100000,0
3,1000000,0
2,10000,0
1,1000000,0
2,1000,0
1,10,1
4,1000,0
3,100,1
3,10,0
1,100000,0
6,1000000,0
3,10,0
1,10000,0
6,100000,0
6,100000,0
5,10000,0
2,1000,0
3,10,0
1,1000000,0
6,100000,0
3,100,0
4,10000,0
4,1000,0
2,1000,0
3,10,0
1,10,0
5,10000,0
3,1000,0
2,100,0
6,100000,0
2,10000,0
4,10,0
6,100000,0
4,1000,1
5,1000,0
5,1000,0
3,1000000,1
3,100000,0
6,1000000,0
3,10,0
1,1000,0
3,1000000,0
3,1000000,0
2,100,0
6,100000,0
6,1000000,1
1,1000000,0
3,1000000,1
6,100000,0
3,1000,0
2,100,0
1,1000000,0
6,100000,0
6,1000000,0
2,1000,0
2,100,0
6,100000,0
6,1000000,0
3,1000000,0
6,100000,1
6,1000000,1
2,1000,0
6,1000000,0
5,10000,0
1,1000,0
5,100,0
3,10,0
1,1000,1
6,1000000,0
6,100000,0
1,1000000,0
2,100,0
1,1000,1
6,100000,0
6,1000000,0
6,1000000,1
1,10000,1
2,1000,0
1,1000,0
4,1000,0
2,10000,0
4,1000,0
6,100000,0
5,100,0
6,100000,1
3,100,0
3,100,0
1,10,0
6,1000000,0
2,10000,0
1,1000000,1
5,1000,1
1,1000,0
6,1000000,0
4,1000000,0
3,100000,0
2,100,0
1,1000000,1
1,1000,1
6,100000,1
5,10000,0
4,10000,1
3,100000,0
1,10000,1
6,1000000,1
1,1000000,0
6,100000,0
6,100000,0
3,1000000,0
6,1000000,0
3,1000000,1
1,1000,0
1,1000,0
1,1000000,0
2,1000,0
4,1000,1
1,10,0
5,10000,0
6,100000,0
4,100000,0
3,10,1
5,1000,0
4,100000,1
4,10,1
5,10000,0
3,100,0
3,100000,1
3,10,1
3,10,0
6,100000,1
3,1000000,0
6,100000,1
5,100,0
1,1000000,1
1,1000,0
6,100000,0
1,10000,0
6,1000000,1
4,1000,0
1,1000,0
4,1000,0
6,100000,0
3,100,1
4,1000000,0
1,100000,1
1,10,0
1,10,0
6,100000,0
6,100000,0
6,100000,0
5,1000,0
1,1000,0
6,1000000,0
1,10000,1
5,100,0
6,1000000,0
5,100,0
2,1000,0
3,100000,0
1,1000,0
1,100000,0
4,1000,0
1,1000000,1
6,100000,1
3,1000000,1
6,100000,0
6,100000,1
4,10,1
3,1000000,0
1,1000,1
4,1000,1
1,1000,0
5,10000,0
1,10000,0
2,10000,0
3,100000,0
6,1000000,0
4,1000,0
5,10000,0
4,1000000,0
3,10,0
3,10,0
3,1000000,1
4,10,1
3,10,1
6,100000,0
6,100000,1
6,100000,1
6,1000000,1
3,1000000,1
1,10000,0
6,1000000,0
5,1000,0
5,100,0
3,10,1
3,1000000,0
3,1000,0
1,10,0
4,10,0
2,10000,0
6,1000000,0
6,100000,0
2,10000,0
3,1000,1
6,1000000,0
1,1000,0
2,1000,0
3,100000,0
4,100000,0
3,1000,0
1,1000,0
6,100000,0
4,10,0
4,1000,1
2,100,0
2,10000,0
1,1000000,0
6,1000000,0
2,100,0
1,100000,0
6,100000,0
6,100000,0
6,100000,1
4,100000,1
2,10000,0
6,100000,0
3,100,0
6,100000,0
3,1000000,0
3,100000,0
5,1000,0
5,100,0
6,1000000,0
6,1000000,1
5,1000,0
6,100000,0
5,10000,0
2,10000,0
5,100,0
1,10,1
1,100000,0
6,1000000,0
6,100000,0
1,10,0
1,10,1
6,100000,0
6,1000000,1
6,1000000,0
3,1000,0
6,1000000,0
3,1000000,0
6,100000,1
3,10,1
3,100000,0
1,10,0
2,1000,0
4,10000,0
2,1000,0
6,1000000,0
2,10000,0
6,1000000,1
5,1000,0
1,10,0
2,10000,0
4,10,0
3,10,0
6,1000000,0
6,100000,0
1,10,0
6,100000,1
2,10000,0
1,100000,0
4,1000000,0
5,100,1
6,1000000,1
3,1000,1
3,1000000,0
2,1000,0
6,100000,0
6,100000,0
1,1000000,1
6,100000,0
5,1000,0
1,1000,1
5,10000,0
1,1000,0
6,100000,0
1,10000,0
6,100000,0
1,10,0
4,10,0
6,1000000,0
1,10,0
6,1000000,0
6,100000,0
6,1000000,0
1,1000000,0
1,1000,0
6,1000000,1
1,1000,0
6,1000000,0
2,10000,0
2,100,0
5,100,0
1,1000,0
1,10,1
5,100,0
6,1000000,0
3,1000000,0
6,100000,0
6,100000,1
1,1000,0
3,100000,0
5,100,0
1,1000000,0
2,1000,0
6,1000000,0
6,100000,1
6,100000,0
4,1000000,0
2,10000,0
1,100000,0
5,1000,0
4,100000,0
4,1000000,0
3,1000000,0
5,100,0
1,1000000,0
2,10000,0
4,10,0
1,1000000,0
2,1000,0
1,10,0
6,100000,1
3,10,0
6,100000,0
3,1000,0
3,10,0
1,1000000,0
5,10000,0
6,1000000,1
2,1000,0
1,1000,0
5,1000,0
3,100,0
1,10,0
2,10000,0
5,100,1
6,1000000,1
6,1000000,0
3,10,1
2,10000,0
1,1000,0
5,100,0
6,1000000,0
5,1000,0
1,1000,0
1,10,0
1,1000,0
6,1000000,0
6,1000000,1
1,10,0
6,1000000,1
6,1000000,0
6,100000,0
6,100000,0
4,10,1
6,100000,1
4,1000,0
5,100,0
3,100000,1
1,1000,0
5,100,0
1,10000,0
6,1000000,0
1,1000000,1
1,1000000,0
2,10000,0
4,1000,0
4,10000,0
4,10,1
1,1000,0
6,1000000,1
3,10,1
5,1000,0
4,1000,1
4,10,1
6,100000,0
6,1000000,1
6,100000,1
5,10000,0
3,100000,1
6,1000000,0
4,1000,0
1,10,1
1,10,1
3,100,1
1,1000,0
1,10,0
1,10,0
4,1000,1
3,1000000,0
3,10,1
6,1000000,0
2,10000,0
1,10,1
4,1000,0
6,100000,0
6,100000,0
3,1000000,0
1,1000,0
6,1000000,0
2,100,0
6,1000000,1
4,1000,0
3,100,1
3,10,0
6,100000,0
6,100000,0
6,1000000,0
6,1000000,0
6,100000,0
2,10000,0
2,1000,0
6,1000000,0
5,100,0
4,1000,0
3,10,0
1,10000,0
5,10000,0
2,1000,0
1,10,0
2,10000,0
6,100000,1
2,10000,0
6,100000,1
2,10000,0
4,1000,1
2,1000,0
1,100000,1
2,1000,0
1,1000,1
1,10,1
2,100,0
6,1000000,1
6,1000000,0
5,1000,0
1,1000000,1
6,1000000,1
5,10000,0
6,100000,0
6,100000,1
1,10000,0
4,10,0
3,100000,0
1,10,1
5,10000,0
5,1000,0
5,100,0
6,1000000,0
3,100000,0
1,1000,0
3,100,1
1,1000000,0
1,1000,0
1,10,0
6,1000000,0
6,1000000,1
3,100,0
1,100000,0
2,100,0
3,1000000,1
5,100,0
1,1000000,0
4,1000,0
2,100,0
4,1000000,0
3,10,0
6,100000,0
2,100,0
4,1000000,0
6,100000,1
4,1000,0
3,1000000,1
3,1000,0
5,100,0
6,1000000,0
1,1000,0
6,100000,1
6,1000000,1
3,100,1
2,10000,0
4,10,1
2,10000,0
3,10,0
6,100000,1
1,1000000,1
4,1000,0
3,100000,0
5,1000,1
1,1000000,0
1,1000,0
3,1000,1
3,10,0
1,1000,0
6,100000,1
3,10,1
1,10000,0
1,10,0
6,1000000,0
3,1000000,1
3,100,1
3,1000000,0
3,100000,1
6,100000,0
1,10,0
3,10,0
6,100000,1
1,10000,0
1,10000,0
4,1000000,0
3,1000,0
3,100,0
1,1000,0
4,1000,0
3,1000,0
1,10,1
3,100000,0
3,100000,0
4,10000,0
3,1000000,1
1,1000000,1
6,100000,0
6,100000,1
1,10000,1
5,100,1
5,1000,0
6,1000000,0
4,10,0
5,1000,0
3,1000,0
6,1000000,0
1,10,0
2,100,0
3,10,0
1,1000000,0
3,100000,0
6,100000,0
6,1000000,1
6,1000000,1
1,100000,0
5,10000,1
3,1000000,0
4,10,0
2,10000,0
5,1000,0
1,10,1
4,10,0
1,10000,0
5,100,0
6,100000,0
5,1000,0
2,10000,0
1,1000,0
6,1000000,1
6,1000000,1
5,100,0
4,10,0
5,1000,0
3,100000,0
6,1000000,1
3,10,1
2,10000,0
1,10,0
1,1000,1
5,10000,0
4,100000,0
6,1000000,0
3,100,1
2,100,0
4,10,0
6,1000000,0
1,10,0
5,100,0
3,1000000,1
4,1000,1
6,1000000,0
6,1000000,0
6,1000000,0
3,1000,0
1,1000,1
2,100,0
1,100000,0
6,100000,1
4,1000,0
6,100000,0
6,1000000,1
6,1000000,1
6,100000,1
5,10000,0
4,1000,1
1,10,0
6,100000,0
6,100000,1
5,10000,0
1,1000,1
6,100000,0
2,100,0
3,100,0
2,1000,0
6,1000000,1
4,10,0
1,1000,0
3,1000,1
4,10000,1
4,1000000,0
3,1000,1
1,10,0
5,100,0
1,10000,0
6,100000,1
1,1000,0
5,100,0
1,10000,0
6,100000,1
1,10,0
4,10000,1
1,1000000,0
5,10000,0
2,10000,0
6,1000000,1
1,10,0
3,1000000,1
3,100000,0
6,100000,0
1,10000,0
2,10000,0
3,10,1
1,1000,0
1,1000,0
3,100,0
6,1000000,1
3,100,0
1,10,0
1,1000000,0
3,100000,1
3,100,0
1,1000,0
6,100000,0
6,1000000,0
1,10,0
1,1000000,0
6,1000000,1
6,1000000,0
6,1000000,0
3,1000000,1
1,100000,0
4,1000,0
5,1000,0
6,100000,1
1,1000,0
5,100,0
2,10000,0
1,10,1
5,100,0
6,100000,0
3,100000,1
3,100,0
3,1000000,0
4,10000,1
1,10,0
5,1000,1
3,10,0
6,100000,0
1,10,0
2,1000,0
3,100000,1
2,100,0
3,100000,0
1,10000,0
6,1000000,0
4,1000,0
3,10,0
3,100000,1
1,1000000,1
6,1000000,0
3,100000,0
3,100,0
1,1000000,0
4,1000,0
3,1000,0
2,100,0
1,1000,0
6,100000,0
3,10,0
5,100,0
5,10000,0
5,10000,0
3,1000,1
1,1000,0
6,100000,1
3,100000,0
1,10,0
2,10000,0
5,100,0
1,100000,0
3,1000000,1
1,10,0
5,1000,0
4,1000000,0
6,100000,0
1,100000,0
6,1000000,1
2,100,0
6,100000,0
4,10,0
3,1000000,1
6,1000000,1
6,100000,1
3,1000,0
1,1000,1
6,100000,0
3,1000,0
6,100000,0
6,100000,0
1,1000,0
2,10000,0
4,10000,1
6,100000,0
3,10,0
2,10000,0
1,1000,1
4,100000,0
2,100,0
5,1000,0
1,10,0
1,1000,0
2,100,0
6,1000000,0
6,1000000,1
1,10000,0
1,1000000,0
1,10000,0
1,10000,0
6,100000,0
6,100000,1
4,1000000,1
4,1000,0
6,100000,1
6,100000,0
6,1000000,0
3,1000000,0
6,1000000,0
3,100,1
3,100,0
2,100,0
6,100000,0
3,10,0
6,100000,0
1,10,1
5,10000,0
1,1000,0
3,100,1
3,100000,1
4,1000,0
3,10,0
5,1000,0
6,100000,0
3,100,1
5,1000,0
4,10,0
5,10000,0
1,1000000,0
5,1000,0
6,100000,0
4,10000,1
4,100000,0
6,1000000,0
4,1000,0
6,100000,0
3,1000,1
1,10,1
3,100,1
3,10,0
3,1000000,0
1,1000000,0
1,10000,0
6,100000,0
6,100000,0
6,100000,0
6,1000000,0
6,100000,1
3,1000000,0
1,1000000,1
6,1000000,0
6,100000,0
1,1000000,0
4,10,1
3,10,0
1,1000,0
1,10,0
6,100000,0
6,100000,0
1,1000,0
6,100000,0
6,1000000,0
2,10000,0
1,1000,0
3,1000,0
1,1000,1
3,100,0
6,100000,1
6,100000,0
3,1000000,0
1,1000000,0
6,100000,1
6,100000,0
1,10,0
6,100000,1
1,1000000,0
3,100,1
2,100,0
1,100000,1
4,1000,0
6,100000,1
6,1000000,0
6,1000000,0
4,10,1
6,100000,0
6,100000,1
2,1000,0
3,100,0
1,10,0
1,10,0
6,1000000,1
5,100,0
6,100000,0
6,100000,1
3,1000000,0
6,100000,1
3,1000,0
5,1000,0
2,100,0
2,1000,0
1,1000000,0
3,10,0
3,1000000,0
1,1000,0
6,100000,1
3,1000,1
6,100000,0
6,1000000,1
2,1000,0
3,10,0
3,100000,0
2,10000,0
2,10000,0
3,100,1
6,1000000,0
5,1000,0
6,100000,0
6,1000000,0
1,10,1
6,100000,0
3,100,1
6,1000000,0
1,10,0
1,10,0
6,100000,0
4,10000,1
1,1000,0
1,10,0
5,10000,0
6,100000,0
4,100000,0
6,1000000,0
6,100000,0
2,1000,0
6,1000000,1
1,1000,0
3,1000,0
6,1000000,0
1,1000000,0
4,1000,0
6,100000,0
3,100000,0
6,1000000,0
6,100000,0
3,10,0
6,100000,0
6,1000000,0
4,1000,0
5,100,0
5,100,0
3,100,0
5,1000,0
4,1000,1
1,1000,0
6,100000,0
6,1000000,0
4,1000,0
6,100000,0
2,1000,0
6,100000,0
3,100000,0
4,1000,0
1,10,0
6,1000000,0
2,1000,0
1,1000,0
1,1000000,1
6,1000000,0
6,100000,1
6,100000,0
6,100000,1
5,100,0
2,10000,0
5,100,1
4,1000000,0
5,100,0
4,10,0
1,1000,0
5,1000,0
5,100,0
6,100000,0
6,100000,0
1,100000,0
3,10,0
4,1000,1
6,100000,1
6,100000,0
6,1000000,0
5,1000,0
5,1000,0
1,1000000,0
4,10,0
6,100000,0
5,10000,0
6,1000000,0
6,100000,1
6,1000000,0
3,100,0
4,10000,0
2,1000,0
1,1000000,0
3,100000,1
6,100000,0
6,1000000,1
5,100,0
3,100,0
4,1000,0
1,10,0
6,1000000,0
4,100000,0
5,1000,0
6,100000,0
5,1000,1
6,100000,1
6,1000000,0
4,1000000,1
3,1000000,0
3,1000,0
5,1000,1
5,10000,0
1,1000,0
1,1000000,0
6,100000,0
1,100000,0
1,1000,0
1,10000,1
6,100000,1
2,1000,0
6,100000,1
4,10,0
6,100000,0
4,1000,1
1,1000,1
2,10000,0
5,10000,0
3,100000,0
4,10000,0
1,10,0
6,1000000,1
6,100000,0
5,10000,0
5,10000,0
6,1000000,0
1,100000,0
3,1000,1
2,100,0
6,1000000,0
2,10000,0
3,10,0
1,10,0
3,1000000,0
4,10,1
1,1000000,0
3,100,0
6,1000000,0
5,100,0
6,1000000,0
4,10,0
6,100000,0
3,100000,0
3,100000,0
5,1000,0
3,1000000,0
6,1000000,1
6,1000000,0
3,1000,0
6,100000,1
6,100000,0
6,1000000,0
6,1000000,0
3,100000,0
3,1000,0
5,10000,0
6,1000000,0
6,1000000,0
4,100000,0
5,10000,0
2,1000,0
3,1000,0
5,1000,0
3,100,0
1,100000,0
6,100000,0
2,100,0
3,100000,0
3,100,0
2,100,0
3,100000,0
2,1000,0
2,10000,0
6,100000,0
4,10,0
3,10,0
5,10000,0
3,10,1
1,1000,0
3,1000,1
1,1000,0
4,10,0
6,1000000,0
6,1000000,0
6,1000000,0
1,10,0
6,1000000,0
3,10,0
1,1000000,0
6,1000000,0
6,100000,0
3,1000000,0
1,100000,0
6,100000,0
6,1000000,1
6,100000,1
3,10,0
3,1000000,0
6,100000,0
1,100000,0
2,100,0
2,10000,0
3,100000,1
3,10,0
6,100000,0
6,100000,0
6,1000000,0
4,100000,0
6,100000,0
2,1000,0
2,100,0
3,100000,1
6,1000000,0
1,1000,0
2,10000,0
4,10000,0
6,1000000,0
1,1000,0
3,100,0
2,10000,0
4,10,0
1,10,1
4,1000000,0
3,100,0
3,100000,0
3,1000,1
1,10000,0
6,1000000,0
6,1000000,0
5,10000,0
5,10000,0
6,1000000,0
4,10000,0
6,100000,0
6,1000000,0
4,100000,0
6,1000000,0
6,100000,0
3,100000,0
4,10,0
2,100,0
6,1000000,0
6,1000000,1
3,100,1
5,10000,0
2,10000,0
5,1000,0
1,100000,1
4,1000,0
1,100000,0
5,1000,0
3,100000,0
4,10,0
6,100000,0
4,100000,0
3,1000,0
3,100,0
3,1000,1
1,10,0
5,100,0
1,1000,0
3,1000000,0
6,1000000,0
5,10000,0
3,1000000,1
4,1000000,0
1,1000,0
1,1000,1
3,100,1
1,10,0
2,10000,0
2,10000,0
1,10,0
6,1000000,1
1,1000,1
3,1000000,0
6,100000,0
6,1000000,0
1,100000,0
6,100000,0
3,100,0
3,100,0
4,100000,0
5,10000,0
1,10000,0
3,10,0
6,1000000,0
3,1000,0
6,100000,0
6,100000,0
1,10,0
3,1000000,1
4,10,0
1,10000,0
4,1000,0
6,1000000,1
1,10,0
3,1000,0
6,100000,0
6,100000,0
1,1000,0
2,100,0
3,100000,0
6,1000000,0
3,10,0
4,10,1
5,100,0
3,1000,1
3,100000,0
5,100,0
6,100000,0
4,1000,0
1,10,0
3,1000000,0
3,10,0
3,100,0
6,100000,0
2,1000,0
3,100000,0
6,100000,0
5,100,0
2,10000,0
6,1000000,0
5,10000,0
1,10,0
4,10,0
3,10,0
1,10000,1
2,1000,0
1,100000,0
6,1000000,0
1,10,1
6,1000000,0
6,1000000,0
3,1000,0
5,100,0
2,1000,0
3,100000,0
4,1000,1
4,100000,1
4,10000,0
1,100000,0
1,10,0
2,1000,0
6,1000000,0
6,100000,0
3,10,0
6,1000000,1
6,1000000,0
3,100,0
1,1000000,0
6,100000,0
1,1000000,0
2,10000,0
3,1000000,0
6,1000000,0
3,10,1
4,10000,0
5,1000,0
1,1000,1
5,10000,0
3,1000,0
2,100,0
4,1000000,0
1,1000000,0
1,1000,0
1,1000,1
6,100000,1
3,10,0
4,1000,0
2,10000,0
3,1000000,0
6,1000000,0
3,10,0
4,10,1
5,1000,0
3,100,0
6,1000000,0
3,10,0
3,1000000,1
1,1000,0
2,10000,0
1,10000,1
1,1000,0
4,1000,0
3,10,1
6,1000000,1
2,10000,0
5,100,0
5,10000,0
6,100000,1
1,10000,1
3,100000,0
6,100000,0
3,1000,1
6,1000000,0
1,1000000,0
4,1000,0
5,1000,0
5,10000,0
3,100000,0
6,1000000,0
1,1000,0
1,10,0
6,100000,1
1,1000,0
6,1000000,1
1,10,0
3,1000,0
1,10,0
3,100,0
3,1000,0
3,1000,0
1,1000,0
1,10000,0
3,1000000,0
1,1000,0
6,1000000,1
1,10,0
3,100,0
6,100000,1
6,1000000,0
4,10000,1
1,10,0
1,1000,0
3,100,0
6,100000,0
1,1000000,1
6,1000000,1
5,1000,0
3,100,1
6,1000000,0
3,100,0
3,1000,0
1,10,1
5,10000,0
6,1000000,0
4,10,0
1,1000,0
3,10,0
3,1000,1
6,1000000,0
3,1000,0
5,10000,0
4,1000000,0
6,1000000,0
2,100,0
1,100000,0
1,10,0
4,10000,1
3,10,0
3,1000,0
1,1000,0
6,100000,0
1,1000,0
1,1000,0
2,1000,0
6,1000000,0
6,1000000,0
6,100000,0
5,10000,0
6,100000,1
2,1000,0
6,1000000,0
6,100000,0
1,100000,0
6,1000000,0
1,1000,0
3,1000,0
6,100000,1
1,1000000,1
6,1000000,1
4,10,0
5,10000,0
3,100000,0
4,1000000,0
1,1000,0
6,1000000,1
5,10000,0
6,1000000,1
6,1000000,1
1,10,0
5,100,0
3,1000,1
1,10000,0
3,1000000,1
6,100000,0
3,10,1
3,10,0
5,100,0
4,10,1
2,100,0
3,10,0
6,1000000,1
3,1000,0
4,1000,0
3,1000,1
6,1000000,0
6,1000000,0
4,1000,1
1,1000000,0
3,1000,0
4,100000,0
1,1000,0
6,100000,0
6,100000,0
3,10,0
5,100,0
6,100000,0
1,10,1
4,10,0
1,1000000,0
3,1000000,1
3,100000,0
1,10,0
2,1000,0
1,10000,0
6,100000,0
3,10,0
2,100,0
6,100000,0
1,10,0
4,1000,0
2,1000,0
3,1000,0
3,10,0
3,100000,0
6,100000,0
3,1000,0
2,100,0
1,1000000,0
6,1000000,0
6,100000,0
6,100000,0
6,1000000,1
1,10,1
6,100000,1
6,1000000,0
3,1000000,1
4,10,0
4,10000,0
6,100000,1
4,1000000,0
6,100000,0
2,100,0
6,1000000,0
4,1000,1
2,1000,0
1,10,0
6,100000,1
2,1000,0
3,1000000,1
4,1000000,1
6,1000000,0
2,100,0
6,1000000,0
3,1000000,0
5,100,0
6,1000000,0
4,1000,1
6,1000000,1
6,100000,0
6,1000000,1
6,1000000,1
1,1000,0
1,1000,0
1,10000,0
1,10,0
6,1000000,0
6,1000000,0
2,100,0
4,10000,1
6,1000000,1
3,10,1
2,10000,0
3,100,0
6,1000000,0
6,1000000,0
6,100000,0
3,100000,0
6,1000000,0
6,1000000,0
3,100000,1
1,100000,0
2,1000,0
2,100,0
6,1000000,0
5,1000,0
5,10000,0
3,10,0
4,1000000,0
3,10,1
4,10,1
3,100,1
3,100000,0
6,100000,0
5,10000,0
1,1000,0
